Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2040,-1542.5006249423122,5050000.0,500000.0
2041,202278000.0,5050000.0,500000.0
2042,150067733.21440536,5050000.0,500000.0
2043,95835797.02724545,5050000.0,500000.0
2044,202278000.0,5050000.0,500000.0
2045,72737498.26382434,5050000.0,500000.0
2046,177820771.08623376,5050000.0,500000.0
2047,158061891.50538644,5050000.0,500000.0
2048,120004382.41438885,5050000.0,500000.0
2049,179716128.3400144,5050000.0,500000.0
