Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2020,202278000.0,5050000.0,500000.0
2021,202278000.0,5050000.0,500000.0
2022,190315380.61107767,5050000.0,500000.0
2023,202278000.0,5050000.0,500000.0
2024,183971114.33845422,5050000.0,500000.0
2025,202278000.0,5050000.0,500000.0
2026,70987764.7898789,5050000.0,500000.0
2027,43290683.77979543,5050000.0,500000.0
2028,187797953.20823723,5050000.0,500000.0
2029,160637326.02874076,5050000.0,500000.0
