Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2020,202278000.0,5050000.0,500000.0
2021,102629122.07319073,5050000.0,500000.0
2022,202278000.0,5050000.0,500000.0
2023,187115752.15987518,5050000.0,500000.0
2024,69423516.3020593,5050000.0,500000.0
2025,193622513.07764402,5050000.0,500000.0
2026,98271916.36632119,5050000.0,500000.0
2027,202278000.0,5050000.0,500000.0
2028,170715788.68451363,5050000.0,500000.0
2029,202278000.0,5050000.0,500000.0
