Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2050,192690523.59171146,5050000.0,500000.0
2051,201454950.93927097,5050000.0,500000.0
2052,202278000.0,5050000.0,500000.0
2053,133063633.46828344,5050000.0,500000.0
2054,202278000.0,5050000.0,500000.0
2055,202278000.0,5050000.0,500000.0
2056,202278000.0,5050000.0,500000.0
2057,101452247.63020812,5050000.0,500000.0
2058,158239307.02129003,5050000.0,500000.0
2059,202278000.0,5050000.0,500000.0
