Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2040,202278000.0,5050000.0,500000.0
2041,155909138.56490797,5050000.0,500000.0
2042,148879652.67141682,5050000.0,500000.0
2043,187561386.91345987,5050000.0,500000.0
2044,202278000.0,5050000.0,500000.0
2045,157590523.03665626,5050000.0,500000.0
2046,-1542.5006238822752,5050000.0,500000.0
2047,202278000.0,5050000.0,500000.0
2048,202278000.0,5050000.0,500000.0
2049,96786789.39448418,5050000.0,500000.0
