Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2020,172297933.06563103,5050000.0,500000.0
2021,176828551.98037654,5050000.0,500000.0
2022,163103177.34825116,5050000.0,500000.0
2023,190919272.21321556,5050000.0,500000.0
2024,134415224.1819025,5050000.0,500000.0
2025,166125935.93739498,5050000.0,500000.0
2026,120846179.2538943,5050000.0,500000.0
2027,202278000.0,5050000.0,500000.0
2028,190722673.1969558,5050000.0,500000.0
2029,202278000.0,5050000.0,500000.0
