Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2030,139742607.67466843,5050000.0,500000.0
2031,160580346.95581254,5050000.0,500000.0
2032,202278000.0,5050000.0,500000.0
2033,188299296.71128163,5050000.0,500000.0
2034,176336013.0137228,5050000.0,500000.0
2035,43065324.207350016,5050000.0,500000.0
2036,26800051.6385087,5050000.0,500000.0
2037,202278000.0,5050000.0,500000.0
2038,202278000.0,5050000.0,500000.0
2039,202278000.0,5050000.0,500000.0
