Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2030,127564131.98764083,5050000.0,500000.0
2031,202277999.99999997,5050000.0,500000.0
2032,70135770.44311021,5050000.0,500000.0
2033,-1542.5006249999992,5050000.0,500000.0
2034,175372279.31159738,5050000.0,500000.0
2035,202278000.0,5050000.0,500000.0
2036,5356342.1848365795,5050000.0,500000.0
2037,118696456.45756793,5050000.0,500000.0
2038,202278000.0,5050000.0,500000.0
2039,49077880.009861335,5050000.0,500000.0
