Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2020,187866504.62198657,5050000.0,500000.0
2021,173646636.83839262,5050000.0,500000.0
2022,102499149.24173076,5050000.0,500000.0
2023,202278000.0,5050000.0,500000.0
2024,202278000.0,5050000.0,500000.0
2025,120808798.90134108,5050000.0,500000.0
2026,139199973.09351805,5050000.0,500000.0
2027,157739366.99795216,5050000.0,500000.0
2028,202278000.0,5050000.0,500000.0
2029,202278000.0,5050000.0,500000.0
