Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2050,202278000.0,5050000.0,500000.0
2051,172531248.9711278,5050000.0,500000.0
2052,133954744.42283683,5050000.0,500000.0
2053,193527963.5752579,5050000.0,500000.0
2054,129977973.38265508,5050000.0,500000.0
2055,202278000.0,5050000.0,500000.0
2056,48848115.24047339,5050000.0,500000.0
2057,202278000.0,5050000.0,500000.0
2058,110534410.3713136,5050000.0,500000.0
2059,185758323.68633828,5050000.0,500000.0
