Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2030,173531417.22392437,5050000.0,500000.0
2031,202278000.0,5050000.0,500000.0
2032,148923058.75693536,5050000.0,500000.0
2033,173221253.74523073,5050000.0,500000.0
2034,138739893.3717749,5050000.0,500000.0
2035,202278000.0,5050000.0,500000.0
2036,183002516.09263727,5050000.0,500000.0
2037,202278000.0,5050000.0,500000.0
2038,158374753.64731434,5050000.0,500000.0
2039,202278000.0,5050000.0,500000.0
