Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2030,202278000.0,5050000.0,500000.0
2031,202278000.0,5050000.0,500000.0
2032,48895232.189387724,5050000.0,500000.0
2033,126466134.4193734,5050000.0,500000.0
2034,75819601.87819426,5050000.0,500000.0
2035,202278000.0,5050000.0,500000.0
2036,202278000.0,5050000.0,500000.0
2037,202278000.0,5050000.0,500000.0
2038,122209763.84249426,5050000.0,500000.0
2039,29136625.96950247,5050000.0,500000.0
