Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2020,172273602.76727235,5050000.0,500000.0
2021,118413720.00671694,5050000.0,500000.0
2022,72207244.997376,5050000.0,500000.0
2023,119177690.50297233,5050000.0,500000.0
2024,124703700.07438953,5050000.0,500000.0
2025,138938055.90510756,5050000.0,500000.0
2026,202278000.0,5050000.0,500000.0
2027,202278000.0,5050000.0,500000.0
2028,169169965.07627463,5050000.0,500000.0
2029,78232203.44274768,5050000.0,500000.0
