Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2050,202278000.0,5050000.0,500000.0
2051,202278000.0,5050000.0,500000.0
2052,202278000.0,5050000.0,500000.0
2053,71343181.71492675,5050000.0,500000.0
2054,118734794.51119724,5050000.0,500000.0
2055,202278000.0,5050000.0,500000.0
2056,187900324.25367174,5050000.0,500000.0
2057,161588695.29398537,5050000.0,500000.0
2058,172346481.25611886,5050000.0,500000.0
2059,202278000.0,5050000.0,500000.0
