Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2040,89542076.74293439,5050000.0,500000.0
2041,202278000.0,5050000.0,500000.0
2042,175052046.57511458,5050000.0,500000.0
2043,99657290.11360085,5050000.0,500000.0
2044,168234989.2870598,5050000.0,500000.0
2045,140635181.2554797,5050000.0,500000.0
2046,118233998.43363501,5050000.0,500000.0
2047,175774207.18835357,5050000.0,500000.0
2048,202278000.0,5050000.0,500000.0
2049,191042907.1303174,5050000.0,500000.0
