Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2050,154225666.96623522,5050000.0,500000.0
2051,50803828.65306242,5050000.0,500000.0
2052,118335559.19523144,5050000.0,500000.0
2053,138827435.88537726,5050000.0,500000.0
2054,39932951.62520168,5050000.0,500000.0
2055,161474366.55384094,5050000.0,500000.0
2056,109524940.9673126,5050000.0,500000.0
2057,27552756.03593102,5050000.0,500000.0
2058,91025144.2291885,5050000.0,500000.0
2059,202278000.0,5050000.0,500000.0
