Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2020,121084976.50044188,5050000.0,500000.0
2021,202278000.0,5050000.0,500000.0
2022,38426360.46299717,5050000.0,500000.0
2023,112738466.75710963,5050000.0,500000.0
2024,202278000.0,5050000.0,500000.0
2025,47891113.47275709,5050000.0,500000.0
2026,202278000.00000003,5050000.0,500000.0
2027,202278000.0,5050000.0,500000.0
2028,72497709.89634472,5050000.0,500000.0
2029,202278000.0,5050000.0,500000.0
