Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2020,69144928.7258447,5050000.0,500000.0
2021,202278000.0,5050000.0,500000.0
2022,202278000.0,5050000.0,500000.0
2023,90864178.14418401,5050000.0,500000.0
2024,202278000.0,5050000.0,500000.0
2025,174876681.73421475,5050000.0,500000.0
2026,202277999.99999997,5050000.0,500000.0
2027,162779164.40128902,5050000.0,500000.0
2028,202278000.0,5050000.0,500000.0
2029,54313894.2142851,5050000.0,500000.0
