Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2050,202278000.0,5050000.0,500000.0
2051,118184078.73499367,5050000.0,500000.0
2052,172415723.34844622,5050000.0,500000.0
2053,202278000.0,5050000.0,500000.0
2054,190030646.83281377,5050000.0,500000.0
2055,202278000.0,5050000.0,500000.0
2056,202278000.0,5050000.0,500000.0
2057,98657290.3906486,5050000.0,500000.0
2058,87164539.9845691,5050000.0,500000.0
2059,152253598.067798,5050000.0,500000.0
