Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2040,202278000.0,5050000.0,500000.0
2041,202278000.0,5050000.0,500000.0
2042,3483720.543253731,5050000.0,500000.0
2043,132268471.43715292,5050000.0,500000.0
2044,70617657.20155036,5050000.0,500000.0
2045,120216725.68375857,5050000.0,500000.0
2046,122120867.35468194,5050000.0,500000.0
2047,202278000.0,5050000.0,500000.0
2048,119160243.55657531,5050000.0,500000.0
2049,122209172.15508881,5050000.0,500000.0
