Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2040,202278000.0,5050000.0,500000.0
2041,82680104.59056328,5050000.0,500000.0
2042,125858408.38437827,5050000.0,500000.0
2043,202278000.0,5050000.0,500000.0
2044,202278000.0,5050000.0,500000.0
2045,177360231.15531462,5050000.0,500000.0
2046,190476625.71462592,5050000.0,500000.0
2047,124167742.13197088,5050000.0,500000.0
2048,122452126.51769015,5050000.0,500000.0
2049,202278000.0,5050000.0,500000.0
