Year,ShiMen Reservoir,ZhongZhuang Adjustment Reservoir,ShiMen WPP Storage Pool
2050,140087425.62917554,5050000.0,500000.0
2051,188093522.48353982,5050000.0,500000.0
2052,202278000.0,5050000.0,500000.0
2053,119266177.6415138,5050000.0,500000.0
2054,142163214.50523478,5050000.0,500000.0
2055,189043622.5068487,5050000.0,500000.0
2056,188135424.54707852,5050000.0,500000.0
2057,202278000.0,5050000.0,500000.0
2058,202278000.0,5050000.0,500000.0
2059,202278000.0,5050000.0,500000.0
