,PP01,P_Occurrence,TX01
2001-01-01,0.0,0,17.86966443567081
2001-01-02,0.0,0,18.32077379606828
2001-01-03,2.793080923145029,1,15.200598051072944
2001-01-04,280.2253496626105,1,12.262328695229668
2001-01-05,0.0,0,15.233003547800042
2001-01-06,0.0,0,20.54928980758785
2001-01-07,0.0,0,15.580422118822636
2001-01-08,0.0,0,12.95984826145811
2001-01-09,0.0,0,19.12116114967356
2001-01-10,0.0,0,20.033319057957396
2001-01-11,0.0,0,22.37378557314007
2001-01-12,0.0,0,20.03573671102716
2001-01-13,1.6933089972501545,1,17.531320897017572
2001-01-14,0.0,0,16.933885161841346
2001-01-15,5.110823598967659,1,17.715149117712937
2001-01-16,0.09587102482313063,1,13.835089850981204
2001-01-17,6.223990631627786,1,13.445477190983524
2001-01-18,10.295729046381398,1,11.968979010893689
2001-01-19,0.0,0,13.239433429345706
2001-01-20,0.0,0,18.215443777510124
2001-01-21,0.0,0,15.767080480283704
2001-01-22,1.6116954725745334,1,13.592542909430238
2001-01-23,1.0708473663715785,1,11.253259293408489
2001-01-24,0.0,0,12.07439341082037
2001-01-25,0.5129384701157332,1,13.02902724962845
2001-01-26,12.02082928230664,1,16.62728249454385
2001-01-27,28.829477990668224,1,14.328445507116408
2001-01-28,7.499822868418946,1,15.780027641934492
2001-01-29,0.3611151774569449,1,16.021798037248914
2001-01-30,4.649054959109214,1,13.310439184213372
2001-01-31,2.5868051418827873,1,16.20263337261685
2001-02-01,0.0,0,19.348231643850006
2001-02-02,0.0,0,18.92225674477724
2001-02-03,0.0,0,17.842221240327635
2001-02-04,4.250497836049045,1,15.397392303759627
2001-02-05,1.1874902205853402,1,13.395103517068183
2001-02-06,1.3766832616270854,1,12.849480113679645
2001-02-07,21.674963779283402,1,13.495918218230972
2001-02-08,2.829468909638785,1,13.76662072664891
2001-02-09,0.01196099953720385,1,13.599394313501687
2001-02-10,0.0,0,17.609803972796296
2001-02-11,0.0,0,18.100842876701165
2001-02-12,0.0,0,16.875717230510247
2001-02-13,0.0,0,16.805830164516074
2001-02-14,0.0,0,20.111303879055683
2001-02-15,0.6186109394456057,1,15.55652737665967
2001-02-16,2.192097883624413,1,15.85182279064942
2001-02-17,11.236535377185776,1,11.49291188291052
2001-02-18,3.699400262139444,1,14.374160746663946
2001-02-19,2.0808249426883583,1,15.876442009736653
2001-02-20,0.33087267332305836,1,16.78271844436638
2001-02-21,0.0,0,20.702414834216782
2001-02-22,0.0,0,21.149904671280822
2001-02-23,0.0,0,16.88482681863955
2001-02-24,5.309905757020507,1,14.289129941845626
2001-02-25,0.5087672778304764,1,16.62559633975317
2001-02-26,9.310226874478076,1,18.021046856665297
2001-02-27,62.9788904258226,1,16.431600653880967
2001-02-28,0.0,0,19.731182737005007
2001-03-01,0.0,0,18.43565680068454
2001-03-02,0.0,0,15.581952919089918
2001-03-03,0.0,0,18.139785082001143
2001-03-04,0.0,0,19.872553189172017
2001-03-05,0.0,0,22.51740616412819
2001-03-06,36.388844030346505,1,21.54526792399524
2001-03-07,0.4003467582567214,1,20.70084440704666
2001-03-08,67.30130329461511,1,19.19280839777095
2001-03-09,13.435045109528017,1,18.018109837294688
2001-03-10,16.065558620897125,1,16.96274732207661
2001-03-11,0.0,0,23.532461289961727
2001-03-12,11.41448776913955,1,21.267319104373442
2001-03-13,1.373506317933281,1,19.173808319032915
2001-03-14,0.9501567260023834,1,19.813132141991275
2001-03-15,0.6892133994856044,1,23.121265495382676
2001-03-16,23.16442577402851,1,23.660650708790712
2001-03-17,0.34708774461246344,1,19.898548246953613
2001-03-18,0.6100690483843292,1,16.98255806025639
2001-03-19,0.0,0,20.925660017212433
2001-03-20,0.0,0,19.638917665220134
2001-03-21,0.0,0,21.376379453114644
2001-03-22,0.0,0,20.516342002533147
2001-03-23,0.0,0,23.186516150901905
2001-03-24,42.43836255103302,1,19.57331788363735
2001-03-25,4.684208129409716,1,21.856715067799897
2001-03-26,0.0,0,22.055785283887413
2001-03-27,4.135997821670853,1,18.136257850324856
2001-03-28,16.162407676427886,1,17.78938389956022
2001-03-29,5.180690867407942,1,20.012018096259307
2001-03-30,0.31800318672850647,1,20.40770350488076
2001-03-31,8.454849643752729,1,19.11632032270329
2001-04-01,0.5039504770380752,1,20.632187170715834
2001-04-02,0.0,0,23.13348293446359
2001-04-03,0.0,0,22.297486251716272
2001-04-04,0.0,0,24.054451446456003
2001-04-05,0.0,0,23.21704993602564
2001-04-06,0.0,0,21.11293816534736
2001-04-07,9.449929589510962,1,18.077124388992562
2001-04-08,54.373903190936566,1,18.4053728773605
2001-04-09,3.95511014150388,1,19.828984927786593
2001-04-10,0.0,0,21.461295129486498
2001-04-11,0.7770401368861002,1,19.25517351867288
2001-04-12,0.0,0,22.971263585992073
2001-04-13,0.0,0,23.22021646880213
2001-04-14,33.580769376108165,1,20.891405159237156
2001-04-15,10.815929490677911,1,20.978954074661377
2001-04-16,1.062260711830151,1,19.651465089274133
2001-04-17,0.0,0,23.74886013444449
2001-04-18,69.92848477948777,1,23.594408283637986
2001-04-19,0.0,0,25.907348665094872
2001-04-20,0.0,0,26.485258827116635
2001-04-21,0.0,0,27.20260663209279
2001-04-22,0.0,0,27.332696243125014
2001-04-23,0.0,0,25.812306259776214
2001-04-24,0.0,0,23.733783136192727
2001-04-25,0.0,0,22.385956011203398
2001-04-26,27.626326278639546,1,23.278865197397085
2001-04-27,21.64492942896765,1,22.66109384358313
2001-04-28,21.88558700307182,1,23.14109398636279
2001-04-29,0.0,0,25.533297316782207
2001-04-30,31.09245235321519,1,24.02379513678417
2001-05-01,60.95813974325145,1,24.38558656255791
2001-05-02,2.1640253061927575,1,25.281752726010325
2001-05-03,0.0361070660770146,1,26.176890412861315
2001-05-04,0.0,0,29.333116743559366
2001-05-05,7.581019425695046,1,24.879671322388575
2001-05-06,6.629794368355554,1,24.057236419516435
2001-05-07,0.0,0,27.228601746833633
2001-05-08,0.0,0,30.596346395734532
2001-05-09,9.149050283238847,1,27.509196529689987
2001-05-10,0.1810386888638931,1,23.16639710605834
2001-05-11,0.06062163378384194,1,22.407339128946404
2001-05-12,2.7567148642551222,1,24.48705536883945
2001-05-13,0.0,0,25.64600184772328
2001-05-14,0.0,0,26.48372416640777
2001-05-15,0.0,0,28.69306887119724
2001-05-16,0.0,0,29.83963140455192
2001-05-17,0.0,0,27.555663021823037
2001-05-18,0.0,0,26.0168331525152
2001-05-19,1.6734109166211464,1,26.08988364965847
2001-05-20,0.06253245297113062,1,23.586828941670994
2001-05-21,0.20926206859097518,1,24.097923398115196
2001-05-22,0.22741656287075435,1,27.176366824502896
2001-05-23,10.020288285833656,1,24.13595542680032
2001-05-24,0.0,0,26.37153375038984
2001-05-25,0.0,0,25.472462239557068
2001-05-26,0.0,0,25.91082654361498
2001-05-27,17.42273653158563,1,24.48688451001151
2001-05-28,0.0,0,26.576008729134738
2001-05-29,0.0,0,27.901558700245342
2001-05-30,9.96717687188141,1,26.285927776775182
2001-05-31,0.0,0,27.975370258032072
2001-06-01,0.0,0,28.65198735631223
2001-06-02,0.0,0,30.57911267922446
2001-06-03,0.0,0,32.34041652972018
2001-06-04,0.0,0,32.45641542507205
2001-06-05,0.0,0,30.704142207661512
2001-06-06,0.0,0,28.307577227064243
2001-06-07,191.54648798163058,1,28.64770546087982
2001-06-08,172.7796803971483,1,27.925523300618146
2001-06-09,23.52086935170911,1,27.130100041222754
2001-06-10,12.445245466128656,1,29.796179820147906
2001-06-11,0.0,0,30.626246929886886
2001-06-12,4.830290372446943,1,26.63770424599241
2001-06-13,12.400765475568704,1,25.27025874802893
2001-06-14,66.92848960696942,1,28.41374916161545
2001-06-15,0.0,0,29.046593492858676
2001-06-16,0.0,0,30.91526922442923
2001-06-17,0.0,0,29.719036439800707
2001-06-18,80.35947479167783,1,28.618109959915493
2001-06-19,0.0,0,31.662735776950807
2001-06-20,16.38274561496751,1,29.97689178451552
2001-06-21,0.0,0,31.185925177176514
2001-06-22,0.0,0,29.823087051653673
2001-06-23,0.0,0,29.191501510745688
2001-06-24,78.35861276922451,1,27.689413211741524
2001-06-25,0.0,0,30.24961535959168
2001-06-26,6.2086258562879335,1,29.92895638969065
2001-06-27,0.0,0,30.043412920816856
2001-06-28,5.079769071901691,1,28.828075092240134
2001-06-29,0.0,0,31.17761623110603
2001-06-30,0.0,0,32.08089086921872
2001-07-01,0.0,0,31.975500399484943
2001-07-02,0.0,0,32.00531986897415
2001-07-03,0.0,0,30.96793143471579
2001-07-04,0.0,0,30.72184206943917
2001-07-05,19.182445485097254,1,30.12699499673992
2001-07-06,11.507986914705295,1,28.45621435218668
2001-07-07,0.4794936715875026,1,28.10685085125257
2001-07-08,0.03691735860363025,1,29.138410558574265
2001-07-09,0.0,0,30.727172357540635
2001-07-10,0.0,0,30.78101836083351
2001-07-11,0.0,0,31.62560501130572
2001-07-12,0.0,0,30.95248714699669
2001-07-13,0.0,0,30.901297555304712
2001-07-14,0.0,0,30.46977866533818
2001-07-15,18.67650000251954,1,29.426072607966496
2001-07-16,0.0,0,30.660438779774893
2001-07-17,0.0,0,30.473415550785045
2001-07-18,0.0,0,30.560853529478205
2001-07-19,0.0,0,31.838374303263805
2001-07-20,0.0,0,30.53084427596753
2001-07-21,0.0,0,31.83160180613069
2001-07-22,0.0,0,32.700678352696414
2001-07-23,54.709033543159386,1,30.153575450916467
2001-07-24,0.0,0,32.78751282470862
2001-07-25,0.0,0,32.71821405167839
2001-07-26,52.81748651305203,1,32.369083518405446
2001-07-27,0.0,0,33.856972715929444
2001-07-28,8.701981902011854,1,32.000877155734536
2001-07-29,12.224993037896914,1,31.101684492402846
2001-07-30,0.0,0,31.430187227596686
2001-07-31,39.48120784104008,1,28.977717727064558
2001-08-01,0.0,0,30.4735683561291
2001-08-02,0.0,0,30.873948614231228
2001-08-03,0.0,0,30.688386122972197
2001-08-04,0.0,0,30.24857195397268
2001-08-05,0.0,0,30.863345283938088
2001-08-06,0.0,0,31.103214731546746
2001-08-07,0.0,0,31.649354045395487
2001-08-08,0.0,0,32.80815226574255
2001-08-09,1.739617754126678,1,28.86567017507045
2001-08-10,7.661492927819047,1,28.32807788665174
2001-08-11,31.69480952012502,1,28.736775109647272
2001-08-12,7.379203889161556,1,29.06208476225688
2001-08-13,0.0,0,31.827013546369685
2001-08-14,0.0,0,32.04173622202762
2001-08-15,0.0,0,31.593650678495568
2001-08-16,0.0,0,30.93933820100271
2001-08-17,150.1603217517394,1,29.048818172734162
2001-08-18,4.160613766281344,1,29.78899556624484
2001-08-19,24.73908788383891,1,29.933903708180214
2001-08-20,30.26835018104017,1,29.20505421796999
2001-08-21,6.648902515406341,1,28.120214588895035
2001-08-22,0.6135057265696588,1,27.984501024785704
2001-08-23,4.123278079808951,1,29.8502167422742
2001-08-24,7.607083384707166,1,29.069917007352416
2001-08-25,17.854279225252803,1,26.447844416561544
2001-08-26,9.795109317163003,1,27.589968099777774
2001-08-27,6.7803150748482715,1,27.763852961836715
2001-08-28,0.0,0,29.163035175306007
2001-08-29,7.560510407144349,1,27.072812617652296
2001-08-30,0.0,0,30.85124449961395
2001-08-31,38.5462801481107,1,28.446282268178763
2001-09-01,5.5291208593029495,1,28.608026883690954
2001-09-02,5.772172871483461,1,29.168441206848502
2001-09-03,19.776187783928115,1,28.914524044348667
2001-09-04,0.0,0,28.352746923933765
2001-09-05,20.765072530664188,1,26.905412214123487
2001-09-06,22.987838504713064,1,28.542553677663257
2001-09-07,1.4180491186263124,1,29.146629049726222
2001-09-08,0.0,0,31.60094857869319
2001-09-09,0.0,0,31.99983936772854
2001-09-10,0.0,0,31.28443406862383
2001-09-11,0.0,0,29.144597326022406
2001-09-12,0.0,0,28.808156563959287
2001-09-13,33.23323078024915,1,30.237871892276527
2001-09-14,6.376634424026488,1,31.537930099288722
2001-09-15,36.20722554536044,1,32.51348999263284
2001-09-16,24.348801660630016,1,31.10699034211363
2001-09-17,0.0,0,29.624831899407962
2001-09-18,0.0,0,29.745650440174263
2001-09-19,0.0,0,28.719162577485683
2001-09-20,0.0,0,29.38233472262656
2001-09-21,0.0,0,27.72693549873509
2001-09-22,22.256059587628208,1,25.418438157065943
2001-09-23,0.33291514267390604,1,24.434814063019633
2001-09-24,93.06074272872597,1,26.126609115876757
2001-09-25,29.38445032560093,1,26.899580891064673
2001-09-26,0.0,0,29.166331532290954
2001-09-27,0.0,0,28.999140837309596
2001-09-28,0.0,0,29.870827306230986
2001-09-29,24.04279736614978,1,28.38630477135435
2001-09-30,53.42995841173898,1,27.823184608361395
2001-10-01,85.15976303179248,1,27.032788674347493
2001-10-02,102.5167585880716,1,26.193795645356822
2001-10-03,0.0,0,26.62427418717723
2001-10-04,0.0,0,25.549804079936187
2001-10-05,0.0,0,27.696030218162104
2001-10-06,0.0,0,28.26136888360283
2001-10-07,0.0,0,29.58694897482915
2001-10-08,4.975564901837256,1,26.178933152271767
2001-10-09,24.017621680529814,1,25.90610126201673
2001-10-10,32.59034873914866,1,24.612460861815617
2001-10-11,1.9942530288927092,1,24.209918018765382
2001-10-12,8.17896544625943,1,23.692552493579196
2001-10-13,4.913392002303792,1,23.36481185747715
2001-10-14,7.175894635168326,1,23.703206968956778
2001-10-15,15.186394203783147,1,22.845798226238927
2001-10-16,83.77303107491856,1,22.600939629192833
2001-10-17,0.0,0,23.333895131913653
2001-10-18,274.5777440607606,1,23.323938668202906
2001-10-19,0.0,0,24.212714973800278
2001-10-20,0.0,0,25.600588688758837
2001-10-21,0.0,0,25.882549414114084
2001-10-22,0.0,0,25.327242720541033
2001-10-23,0.0,0,25.318681563689925
2001-10-24,0.0,0,24.654262039771186
2001-10-25,108.31601907508806,1,24.489760996175445
2001-10-26,8.547593327996996,1,23.289778434033757
2001-10-27,0.0,0,22.952779863424883
2001-10-28,0.0,0,22.475423463351788
2001-10-29,0.0,0,24.233503389760163
2001-10-30,7.81702312882517,1,24.72025994803562
2001-10-31,105.18929880928935,1,23.305048127366927
2001-11-01,0.9680562246901225,1,22.77555846574802
2001-11-02,8.318664056529949,1,21.47529912972514
2001-11-03,0.12318485320483387,1,21.130733637103123
2001-11-04,37.97982178698361,1,20.551106095497136
2001-11-05,5.996811705634588,1,21.961225807773346
2001-11-06,0.0,0,22.252749407232116
2001-11-07,0.0,0,22.682503049592658
2001-11-08,0.0,0,22.126432251573615
2001-11-09,0.0,0,21.440785626446914
2001-11-10,1.270502061838213,1,23.96741750589808
2001-11-11,0.0,0,21.0028897923611
2001-11-12,0.0,0,20.922390765047723
2001-11-13,0.0,0,19.996565782425243
2001-11-14,0.0,0,23.245217574462476
2001-11-15,0.0,0,24.786403129470322
2001-11-16,0.0,0,22.03386223425872
2001-11-17,0.0,0,21.046885808576853
2001-11-18,0.0,0,17.99467103160587
2001-11-19,1.5867085190931107,1,19.230619932518728
2001-11-20,0.0,0,18.447812985432087
2001-11-21,0.0,0,21.692437915525936
2001-11-22,0.0,0,19.494279223719886
2001-11-23,2.198169745991916,1,18.702772593809698
2001-11-24,0.0,0,20.007211042146842
2001-11-25,1.3437270632574547,1,20.7902116909798
2001-11-26,13.79951269263904,1,19.781323831632708
2001-11-27,0.0,0,18.51497660505861
2001-11-28,0.0,0,18.737531208058016
2001-11-29,0.0,0,19.507984511521677
2001-11-30,0.0,0,16.765831569178562
2001-12-01,0.0,0,16.87843309830164
2001-12-02,0.0,0,15.779212956362644
2001-12-03,0.0,0,18.616281855524477
2001-12-04,0.0,0,19.396517250921573
2001-12-05,17.209872652722908,1,17.23353160537063
2001-12-06,1.196595679986185,1,17.042548551570714
2001-12-07,0.0,0,16.641659078256712
2001-12-08,0.0,0,17.45104492996684
2001-12-09,0.0,0,14.526736180843438
2001-12-10,1.046164948258318,1,16.86958738083763
2001-12-11,0.0,0,16.68850241765305
2001-12-12,0.0,0,17.8113895289853
2001-12-13,0.0,0,19.570736205736978
2001-12-14,7.970324905310748,1,18.057929009389387
2001-12-15,0.0,0,19.905526271013187
2001-12-16,6.061765490546377,1,19.88371155555459
2001-12-17,0.0,0,19.297449436871226
2001-12-18,0.0,0,17.58655073700826
2001-12-19,2.0606330182754826,1,15.385708708889775
2001-12-20,11.934287477869578,1,16.081591223456563
2001-12-21,0.019279072436106975,1,16.326315790363836
2001-12-22,3.1966666800863432,1,17.495187596123998
2001-12-23,32.177885560743206,1,16.93558062229701
2001-12-24,1.243306974482757,1,17.36777136124131
2001-12-25,0.0,0,18.374355990925697
2001-12-26,0.0,0,17.819645328849198
2001-12-27,10.281111738082778,1,13.989194017382843
2001-12-28,0.0,0,17.244970658649567
2001-12-29,0.0,0,17.231788719048335
2001-12-30,0.0,0,18.019408357438707
2001-12-31,0.0,0,13.596477996810137
2002-01-01,4.1873844628655394,1,16.77001130360615
2002-01-02,5.114059615680091,1,17.04586176306736
2002-01-03,0.2160638166711951,1,16.071045019523925
2002-01-04,0.0,0,19.033193478861328
2002-01-05,0.0,0,18.777434242841334
2002-01-06,0.0,0,18.19108296885711
2002-01-07,0.0,0,19.231454887103656
2002-01-08,0.0,0,15.676994728424422
2002-01-09,0.0,0,14.865548635907729
2002-01-10,0.0,0,15.262519488486927
2002-01-11,0.0,0,18.484104536381963
2002-01-12,0.0,0,14.539823994161845
2002-01-13,17.803240154414794,1,14.44945975913004
2002-01-14,8.160461575573091,1,13.011500136972412
2002-01-15,0.0,0,16.16183691093535
2002-01-16,1.255981345361994,1,11.855580491797195
2002-01-17,0.0,0,13.954570799969225
2002-01-18,0.0,0,18.374136178151524
2002-01-19,0.0,0,18.324420554016523
2002-01-20,0.0,0,16.352579084058235
2002-01-21,0.0,0,16.014215748240538
2002-01-22,0.0,0,17.825594952044593
2002-01-23,11.05379178530176,1,14.042848287755652
2002-01-24,0.0,0,15.368178215849081
2002-01-25,0.0,0,14.829888707483205
2002-01-26,0.0,0,17.744750247717683
2002-01-27,18.278342555636552,1,18.803832144919422
2002-01-28,0.0,0,23.33443722378422
2002-01-29,1.4151172385475732,1,18.957932325104277
2002-01-30,0.0,0,19.890569504705883
2002-01-31,2.5568939525221284,1,17.469244256793935
2002-02-01,3.48758503524767,1,17.56529652429373
2002-02-02,18.290237237907085,1,15.647960444375233
2002-02-03,124.84366691057424,1,13.512336537446203
2002-02-04,0.5701873434622042,1,15.023411890262869
2002-02-05,0.0,0,18.039634039711565
2002-02-06,5.142218392602755,1,15.21476716669376
2002-02-07,2.7691619337143147,1,14.482063182662136
2002-02-08,22.34672558724339,1,13.027677311249533
2002-02-09,0.0,0,18.48241504077335
2002-02-10,0.0,0,17.599759405476327
2002-02-11,0.0,0,18.672654688399703
2002-02-12,0.001354047422730259,1,16.019866905011106
2002-02-13,0.0,0,17.96778500932134
2002-02-14,0.0,0,16.42284530603698
2002-02-15,0.0,0,17.573124123612146
2002-02-16,22.715452396825235,1,16.74810300151066
2002-02-17,0.3265370826772419,1,17.45780485831554
2002-02-18,0.37903675585444346,1,15.465177713965836
2002-02-19,0.0,0,18.99173676163076
2002-02-20,0.0,0,16.39080363825102
2002-02-21,0.0,0,16.566533101475354
2002-02-22,0.0,0,20.125629252949786
2002-02-23,0.0,0,20.522923143360618
2002-02-24,1.0661681413287627,1,18.128672948195067
2002-02-25,1.5812605655921912,1,16.030549580401043
2002-02-26,0.0,0,14.834726148827826
2002-02-27,6.207171995714682,1,14.42078139144729
2002-02-28,2.033471389944999,1,15.451724559739109
2002-03-01,9.208045962249933,1,17.82069923358188
2002-03-02,0.0,0,18.45649250726683
2002-03-03,3.988610447785916,1,17.383014018653864
2002-03-04,0.0,0,20.790350355607085
2002-03-05,0.0,0,23.024148608226138
2002-03-06,0.0,0,22.99645174262345
2002-03-07,0.09151158290417437,1,20.09632822525626
2002-03-08,0.047781699740074526,1,19.351898822980086
2002-03-09,3.774237606309213,1,18.04795181086972
2002-03-10,22.78530450721963,1,15.723397119219399
2002-03-11,23.37132574215932,1,13.514714930684393
2002-03-12,0.15396965869051016,1,15.815144868533185
2002-03-13,2.268997197414682,1,17.69202322334808
2002-03-14,0.0,0,19.741221292499255
2002-03-15,0.0,0,21.334536933437917
2002-03-16,0.0,0,21.232762248421405
2002-03-17,0.0,0,19.394329521385824
2002-03-18,0.0,0,22.958163339574757
2002-03-19,32.00265817313408,1,18.73877407584087
2002-03-20,0.0,0,20.493935987944166
2002-03-21,3.291315524573109,1,20.232182473488713
2002-03-22,28.251006567655203,1,18.442263862950497
2002-03-23,11.251673354488837,1,16.54878597247499
2002-03-24,0.0,0,22.544642970609758
2002-03-25,0.10712675772917571,1,20.74463662224839
2002-03-26,0.0,0,21.379813161526254
2002-03-27,0.0,0,22.369668159923098
2002-03-28,9.319862312160863,1,22.35572026997241
2002-03-29,0.0,0,24.59865386111269
2002-03-30,0.0,0,24.308896159129393
2002-03-31,0.0,0,20.810654308851745
2002-04-01,0.9990892657289527,1,18.33361987546035
2002-04-02,10.096847330688535,1,18.391900093521688
2002-04-03,0.0,0,19.91886019170445
2002-04-04,0.0,0,20.678983108221967
2002-04-05,1.8558453220502018,1,19.863799047663093
2002-04-06,30.258980032551104,1,18.91089859897846
2002-04-07,9.824844259943267,1,19.333456814137058
2002-04-08,0.0,0,22.617382387153473
2002-04-09,12.983407309233487,1,20.971378464531156
2002-04-10,0.0,0,23.587313327999652
2002-04-11,0.0,0,23.7325108738277
2002-04-12,0.3035420304152821,1,19.942050924334275
2002-04-13,7.9215263801271805,1,20.114511186434502
2002-04-14,1.4190191605395457,1,21.849986041500788
2002-04-15,0.0,0,23.99948938825021
2002-04-16,0.0,0,23.779813088537384
2002-04-17,5.921791890158409,1,21.577815937249916
2002-04-18,2.28342796180659,1,20.560773859806265
2002-04-19,46.88111068757142,1,20.220821144720436
2002-04-20,0.0,0,24.495295220180264
2002-04-21,0.0,0,26.11671181490759
2002-04-22,0.0,0,26.42965002196375
2002-04-23,0.0,0,26.669383107710974
2002-04-24,0.0,0,26.856341191852955
2002-04-25,0.0,0,27.071917717406514
2002-04-26,0.0,0,26.712455412349044
2002-04-27,0.0,0,25.411465335479555
2002-04-28,0.0,0,24.26774886185927
2002-04-29,12.189427452343887,1,24.76997631233063
2002-04-30,0.0,0,26.140196090315765
2002-05-01,0.021545247340042945,1,24.689385472254774
2002-05-02,0.0,0,27.451886977145996
2002-05-03,0.0,0,27.645453685333816
2002-05-04,0.0,0,27.353704396709798
2002-05-05,0.0,0,24.8433416889079
2002-05-06,0.0,0,25.763882289033667
2002-05-07,0.0,0,26.826505089711656
2002-05-08,0.0,0,26.704296014925486
2002-05-09,0.0,0,25.47865462608472
2002-05-10,8.82785627234693,1,22.37453504674622
2002-05-11,0.0,0,22.38107909711826
2002-05-12,126.47080191849517,1,21.21416866185083
2002-05-13,0.0,0,25.296920624996364
2002-05-14,0.0,0,24.470552802802654
2002-05-15,0.0,0,24.22865861716131
2002-05-16,0.0,0,26.820112151705988
2002-05-17,0.0,0,27.738782335107203
2002-05-18,0.0,0,25.903010689655098
2002-05-19,0.0,0,27.093319289927475
2002-05-20,22.12769367903666,1,23.969126512912865
2002-05-21,2.147318208715215,1,24.21209003595842
