,PP01,P_Occurrence,TX01
2001-01-01,2.715190854950422,1,15.079783179733703
2001-01-02,2.0841175192817003,1,16.853886268301377
2001-01-03,0.8806369713394193,1,16.969959605498797
2001-01-04,2.7129617191868363,1,19.62755971887973
2001-01-05,0.9381572612653112,1,16.08115019628481
2001-01-06,1.717037941628441,1,14.530728788980973
2001-01-07,0.9869331412794167,1,16.66337977637509
2001-01-08,4.163248038480543,1,16.53017189549747
2001-01-09,0.5928439972204712,1,16.339416390885273
2001-01-10,0.7452136386005932,1,16.792981309184096
2001-01-11,7.183209432417087,1,13.388854725040964
2001-01-12,7.600031754562184,1,16.557362779178302
2001-01-13,0.8475717699271005,1,20.218941836325143
2001-01-14,0.0,0,24.969274066198743
2001-01-15,0.0,0,25.254117519674335
2001-01-16,4.719416227174375,1,19.938521285261672
2001-01-17,1.649342099399144,1,18.261225452607405
2001-01-18,19.423125532489298,1,18.25362695822924
2001-01-19,0.0,0,19.12772827590331
2001-01-20,0.2569287920870716,1,11.45920384451264
2001-01-21,0.0,0,16.374810941125705
2001-01-22,1.2769425290612983,1,16.779851407394652
2001-01-23,0.0,0,18.6420618427521
2001-01-24,0.0,0,16.018749599745785
2001-01-25,0.0,0,21.353525904583847
2001-01-26,0.0,0,18.64904028494645
2001-01-27,0.0,0,15.590173476349364
2001-01-28,0.0,0,20.76690764782056
2001-01-29,0.0,0,22.92204140021793
2001-01-30,19.124712301554727,1,21.356898975491468
2001-01-31,0.0,0,23.41837341287652
2001-02-01,19.644687189209925,1,23.258338199850492
2001-02-02,5.777939555582519,1,22.197749398945316
2001-02-03,28.594469055454773,1,21.4034251315203
2001-02-04,4.087665236034287,1,19.579974959021747
2001-02-05,0.0,0,21.360956780247218
2001-02-06,0.0,0,21.318852158638112
2001-02-07,0.0,0,20.514763711766296
2001-02-08,2.2910036241478506,1,19.746851097092073
2001-02-09,15.051750496899796,1,20.669651043308797
2001-02-10,17.33207479684185,1,20.4723311092304
2001-02-11,0.0,0,23.02651914402199
2001-02-12,0.0,0,21.065327682925364
2001-02-13,0.0,0,19.750163782577463
2001-02-14,0.0,0,18.628246549699117
2001-02-15,0.0,0,15.719324423255252
2001-02-16,0.0,0,16.534687088197217
2001-02-17,0.0,0,17.026358988190513
2001-02-18,0.0,0,16.555657691301086
2001-02-19,0.0,0,17.32735379839199
2001-02-20,0.0,0,19.406804263787894
2001-02-21,0.0,0,16.999733766410678
2001-02-22,16.39177966449792,1,15.018896457274298
2001-02-23,10.032923860906205,1,17.357239046683087
2001-02-24,9.413031380062366,1,17.188463424350775
2001-02-25,19.237818076297874,1,14.577417346329321
2001-02-26,20.584992193018046,1,16.552379056600834
2001-02-27,0.0,0,19.685698664016382
2001-02-28,0.0,0,19.167164283992705
2001-03-01,0.0,0,17.59594789460063
2001-03-02,0.0,0,13.883590827586959
2001-03-03,0.6308486045827043,1,14.564690011326283
2001-03-04,8.19562552067004,1,14.65665479314226
2001-03-05,22.30955128314515,1,14.901778802655375
2001-03-06,0.0,0,19.02470755347668
2001-03-07,0.0,0,19.868836732909983
2001-03-08,0.0,0,20.59321300386865
2001-03-09,0.0,0,20.97123480568687
2001-03-10,0.0,0,23.264992198480623
2001-03-11,0.0,0,21.8548173036094
2001-03-12,0.0,0,19.038290402477962
2001-03-13,0.0,0,18.416715866788007
2001-03-14,20.55342722258646,1,19.727809380517257
2001-03-15,3.899972306137251,1,17.820470440924726
2001-03-16,10.817689236896761,1,16.816479662206213
2001-03-17,56.391890644114056,1,14.13642293483576
2001-03-18,4.731597351131388,1,14.285815406757196
2001-03-19,0.16791530748144232,1,16.858836145882428
2001-03-20,6.418801504146009,1,17.784851751737435
2001-03-21,0.0,0,20.831571821310295
2001-03-22,0.0,0,20.87904126601543
2001-03-23,18.640899372258623,1,17.02884984483992
2001-03-24,0.0,0,18.647078129942575
2001-03-25,0.0,0,18.034117877746418
2001-03-26,0.0,0,18.455949106410053
2001-03-27,3.66778475069453,1,15.60644342782511
2001-03-28,0.5750431962447624,1,16.92370292788752
2001-03-29,7.924063705809778,1,17.757763874717124
2001-03-30,0.0,0,18.757981251525244
2001-03-31,0.0,0,22.320541736951995
2001-04-01,0.0,0,22.860460319627187
2001-04-02,0.0,0,20.447235308162455
2001-04-03,23.176282969881015,1,17.072434004632402
2001-04-04,0.0,0,18.802871738777903
2001-04-05,1.0439565492278062,1,20.430228385673033
2001-04-06,6.110497778760997,1,20.02221509625798
2001-04-07,0.09967151215614922,1,21.034545644724286
2001-04-08,0.0,0,21.31214035912278
2001-04-09,0.0,0,22.245070289197063
2001-04-10,0.0,0,24.039125316449844
2001-04-11,0.07044857981569375,1,19.89950972438947
