T_avg_delta,T_std_ratio,P_avg_ratio,P_std_ratio,Pw_ratio,Pwd_ratio,Pww_ratio
2.082022255345395,1.3447866283218923,0.963063807188221,0.7701137410936211,1,1,1
1.6272563733552623,0.8220257203409629,0.9390266812403768,0.9502603964687205,1,1,1
2.2205489309210513,1.1156540002737962,0.7856845225611427,1.3794208440775175,1,1,1
1.64312294407895,0.9460184755865939,0.8598885952733162,1.1903051319198523,1,1,1
1.6568976151315802,1.1286113138839313,0.8939497288083539,0.866276648739477,1,1,1
2.1491570723684212,1.1737631363744991,1.0791486549699423,2.1974008071588247,1,1,1
1.856242290296052,0.768016495097654,1.1492308409273437,1.8028826107232037,1,1,1
1.6442691200657897,0.8562972619425369,0.696661958100337,0.5055567740908061,1,1,1
1.8273784436677651,0.9165088214551004,1.452567485279567,1.4556582380231555,1,1,1
1.2957815069901315,0.7107476718971982,0.8641324388219788,0.6363348477649109,1,1,1
1.2787687602796076,0.4883331337696128,0.9798361139689272,0.7878591642687399,1,1,1
1.8603155838815795,0.9394977942766083,0.9374428351634533,1.2691382706639394,1,1,1
