T_avg_delta,T_std_ratio,P_avg_ratio,P_std_ratio,Pw_ratio,Pwd_ratio,Pww_ratio
1.4875722784745058,0.9222486276886679,1.0108645890735939,1.18841876396566,1,1,1
-0.22299965306332226,1.18801523935594,1.0601483453108531,0.9795352824090405,1,1,1
0.20162674753289522,0.8961577073187562,1.0960451080575218,0.5927447596553818,1,1,1
0.4605765894839635,0.9508823746343026,1.5881957910639422,2.101237321953189,1,1,1
0.46643018220600396,1.0999756249112778,1.0272869249011711,1.4039969345405028,1,1,1
0.786600052682978,0.9392988080477376,0.8633833849080452,0.7105353714697056,1,1,1
1.129261538856909,0.8725793974156114,1.1994357294344598,1.2042759440485151,1,1,1
0.9986307244551824,0.9397822394842669,1.1576439811595567,1.0976914098771944,1,1,1
1.4392027202405444,1.0917368173978934,1.3063598160228655,2.2165226340925503,1,1,1
1.1504559968647214,1.0795603967367144,1.7195709376905624,1.5302802733383902,1,1,1
0.7691836708470419,0.9123364579359571,1.2157471376812825,1.4095151366300993,1,1,1
0.39676883095189197,0.885723686917292,0.8208223084579082,1.0885390190497102,1,1,1
