T_avg_delta,T_std_ratio,P_avg_ratio,P_std_ratio,Pw_ratio,Pwd_ratio,Pww_ratio
2.723867958470395,1.004869571264972,1.1849115409163227,0.9254524033934601,1,1,1
2.773667506167765,0.8560532209706359,0.8930331990611953,1.2478709261045602,1,1,1
3.6667159231085513,1.273337794732037,0.5424839509898101,0.9977583564306515,1,1,1
2.5187088815789487,1.3666534559186245,0.8883133547920915,1.1795939972544345,1,1,1
2.8577765213815773,1.767363943041179,0.9172701608246713,1.2943266044860313,1,1,1
3.1755486739309227,1.2069696142798034,1.018115082317403,1.5551755711474708,1,1,1
2.77069541529605,0.878770168655171,1.0578851348266103,1.1789933373490307,1,1,1
2.7270083778782883,0.8466322967219811,0.7829944269294087,0.5893294521846958,1,1,1
3.4438091077302637,1.0081733625044205,1.1952434013788122,0.8904735807454485,1,1,1
2.5806936163651315,0.9284255740793874,1.2485787249379157,1.2700375918397255,1,1,1
2.355770713404606,0.5282143192909791,0.6675927354316707,1.4199725065361957,1,1,1
2.65970523231908,0.826827379182668,0.9286285567324675,1.5736801932689224,1,1,1
