T_avg_delta,T_std_ratio,P_avg_ratio,P_std_ratio,Pw_ratio,Pwd_ratio,Pww_ratio
0.3716359991776308,1.0288117127961072,0.7215332992334926,0.6210094411194446,1,1,1
-0.15402992650082226,1.3530524366581782,1.0245981026344566,0.9380921578086846,1,1,1
0.5826936420641431,1.0540775913217801,1.0755167152148124,0.756971989979189,1,1,1
0.4432700709292767,1.0310786550321926,1.0722509880095015,0.9150297445421809,1,1,1
0.10378064607319004,0.7243538139663179,0.8950860899476152,1.1756874300098088,1,1,1
0.19342378315172937,0.8963552459704724,0.7371960603011348,0.7852576997885138,1,1,1
0.2101758454975311,0.8677955206989466,1.2172278181175276,0.8716677034539821,1,1,1
0.5473795037520581,0.7327317168042647,1.1059513352425518,1.0814592948928505,1,1,1
0.8549345317639805,0.8752298817134655,1.7611935429650714,2.389512668277615,1,1,1
0.4038098787006561,0.9044936484643998,1.8638797325006438,2.948264873168172,1,1,1
0.12356599506579258,0.8567404528866063,1.2130661305424724,0.8780976471674342,1,1,1
0.685648225483142,1.2573172563032373,1.0816014298080499,1.298144161482019,1,1,1
