T_avg_delta,T_std_ratio,P_avg_ratio,P_std_ratio,Pw_ratio,Pwd_ratio,Pww_ratio
0.6985261615953942,1.194898287727836,0.8710785119083295,0.5878015214127277,1,1,1
0.6686382092927623,1.0953113143953168,1.2095603468461327,1.6791785890688578,1,1,1
1.5750655324835527,1.1633395134917157,0.6656811681966248,0.8152348103186285,1,1,1
0.7351639597039501,0.9619577211655657,1.034574022782346,0.8106946252106467,1,1,1
0.9354376541940788,0.4462936357412423,0.9107026546441889,0.6649668140504522,1,1,1
1.3700310958059205,1.1011255419635202,0.9865466530402325,2.1380452721982595,1,1,1
1.3785323293585527,0.7702605474946779,0.8814063316013474,0.8606743966004583,1,1,1
1.0043521278782919,0.6738150595687203,0.8052118791511191,0.6786903771247278,1,1,1
1.5120708264802651,0.6984895660359924,1.0874931223529691,0.8543115898534913,1,1,1
0.4325002569901315,0.41238262653303226,0.7093763787997553,0.5758945559324573,1,1,1
1.0963957134046076,0.6073294729107988,0.9436426002543264,1.2385117482324375,1,1,1
0.7577032791940788,0.8981734233818534,0.7835342973584513,1.8951032102864678,1,1,1
