T_avg_delta,T_std_ratio,P_avg_ratio,P_std_ratio,Pw_ratio,Pwd_ratio,Pww_ratio
0.24204278243215427,1.090835142370945,1.0678210277692706,1.0467628547143253,1,1,1
0.7188470137746705,0.9487544194709604,0.8491150635502032,0.8537653847523758,1,1,1
1.0835444400185033,1.198586267634453,1.0949806940983986,0.9563924387295384,1,1,1
1.3698012502569874,0.9276721531754251,0.9346351206804414,0.8724018494484314,1,1,1
0.15428771972656108,0.7985404975628455,1.0650338145597897,1.0591357195099909,1,1,1
0.3347203304893114,0.5753197303797183,1.0911640481889981,1.4947876197759096,1,1,1
0.9562101665296048,0.32781908264928733,0.8871486846893911,0.893096858379849,1,1,1
0.7153763620476994,0.948083215279399,1.2996185836024814,1.7657563273570283,1,1,1
0.6318285490337168,0.5030999171084957,0.9513297730822831,0.7777773215375398,1,1,1
0.6396574321546069,0.888929553955425,0.728696166317916,0.7866831698031177,1,1,1
0.9202792519017287,1.3429498455489042,0.8208991808343018,0.4958448816956067,1,1,1
0.8160684685958088,2.4371435499489595,1.740971886869436,1.5892845380508605,1,1,1
