Date,PP01,TX01
2030/01/01,0.0,16.806204413595992
2030/01/02,0.0,15.323070894373775
2030/01/03,0.0,14.926331927899074
2030/01/04,0.0,17.37439964573351
2030/01/05,0.11650663087916817,13.664435854855228
2030/01/06,1.7401723141453989,14.403432581134108
2030/01/07,0.07539172143379114,13.641677859872658
2030/01/08,10.454255922603794,14.5342968559479
2030/01/09,69.68919623282781,15.055100850104957
2030/01/10,3.7837642353952896,13.392043808467431
2030/01/11,16.94483455817679,10.255651556511268
2030/01/12,0.0,13.096281632062146
2030/01/13,8.357434190760287,11.837113470021391
2030/01/14,40.642669390876534,13.421518047999717
2030/01/15,8.222892684074708,13.951813809238102
2030/01/16,12.311865161519684,13.037221247690187
2030/01/17,0.0860930954841631,14.44625189271301
2030/01/18,1.217836729258144,12.368365863039632
2030/01/19,1.3714443648349817,12.153590679644873
2030/01/20,4.29190711529027,10.214029427116479
2030/01/21,36.13193538470074,11.69322428719593
2030/01/22,2.1014525356989306,13.021403726028892
2030/01/23,0.0,13.156972595163651
2030/01/24,0.0,14.580626476982442
2030/01/25,0.0,13.313922443681484
2030/01/26,0.0,15.83912272570721
2030/01/27,3.463468386978349,14.658296140791583
2030/01/28,0.0,16.821012885086976
2030/01/29,0.0,17.118821095644545
2030/01/30,0.0,17.120599072298106
2030/01/31,0.0,16.694523090731177
2030/02/01,0.0,16.266942607573288
2030/02/02,0.0,17.4090780739944
2030/02/03,0.0,16.312114008533726
2030/02/04,0.0,15.98146208370616
2030/02/05,0.0,13.982358721008064
2030/02/06,0.7581621763778602,12.271984669913556
2030/02/07,8.487763190780395,11.254530249326368
2030/02/08,5.30568385801745,14.982322576035113
2030/02/09,15.065231314846413,13.19246456113678
2030/02/10,0.0,15.768543110038568
2030/02/11,0.0,14.803347534116645
2030/02/12,7.2987508414781335,14.449257830918501
2030/02/13,0.0,16.1805740507297
2030/02/14,0.0,17.3560493178605
2030/02/15,0.0,18.246363911268833
2030/02/16,0.0,16.674765446632133
2030/02/17,0.7595184612999509,12.795043785911947
2030/02/18,3.3408605974439185,14.028625408693252
2030/02/19,1.9059625449468984,12.93667313670803
2030/02/20,0.0,13.585789568710622
2030/02/21,0.0,15.267651685215943
2030/02/22,1.7821385622543602,17.31338708000762
2030/02/23,0.7552278432124758,16.50452882058468
2030/02/24,1.5321001684470905,13.409502803933567
2030/02/25,5.933800640848144,15.477692011818458
2030/02/26,0.0,19.10102564369465
2030/02/27,0.0,20.684471097684714
2030/02/28,11.30706107322393,13.917898394834278
2030/03/01,0.0,14.188386897286225
2030/03/02,0.0,13.316747597034936
2030/03/03,0.0,12.532461658108957
2030/03/04,1.0706648139343105,12.52323058388681
2030/03/05,0.0,16.910526232397856
2030/03/06,24.79744837265014,16.642478636863416
2030/03/07,0.0,16.497041411841693
2030/03/08,0.0,19.472080373585463
2030/03/09,0.0,22.459957614998686
2030/03/10,0.0,19.961890458038468
2030/03/11,17.853656276216253,15.021725921010965
2030/03/12,17.26345718568714,14.91020937926286
2030/03/13,46.64397520999137,16.645481870652134
2030/03/14,0.0,16.397926658116834
2030/03/15,0.0,17.212155964924083
2030/03/16,0.0,19.602744338163784
2030/03/17,17.77359287977142,20.621241862934095
2030/03/18,0.0,20.74366271852308
2030/03/19,0.0,18.7397380482749
2030/03/20,0.0,15.438537758054657
2030/03/21,0.0,17.043372956027433
2030/03/22,1.8514488096007686,16.73723736095198
2030/03/23,3.540923295907138,14.183896189021702
2030/03/24,1.7656685191485204,14.679582821758443
2030/03/25,4.989954873800685,14.503245915744664
2030/03/26,0.0,19.641436292858735
2030/03/27,0.0,21.490623475350564
2030/03/28,7.991287500112311,20.5706532134593
2030/03/29,43.412312910991915,19.846926145210972
2030/03/30,1.6630841018240012,18.44642450388652
2030/03/31,0.0,21.221076919295953
2030/04/01,0.0,21.607878470056097
2030/04/02,0.0,21.202322359945153
2030/04/03,0.6541636916158651,18.24221376245006
2030/04/04,33.182822925005,19.33484603197826
2030/04/05,8.878779523910447,21.114568365819405
2030/04/06,23.293016320844114,22.30297267118562
2030/04/07,0.0,24.92787634912078
2030/04/08,0.0,22.31361869427221
2030/04/09,0.0,21.72599141687553
2030/04/10,10.2024992075966,19.916641420085632
2030/04/11,6.8337614093305135,21.218634613170746
2030/04/12,27.323655102365546,23.328629651431864
2030/04/13,0.0,27.37846632474318
2030/04/14,2.212887649951317,23.679208539347652
2030/04/15,0.10837904818002535,20.16395319187907
2030/04/16,0.0,20.228575761909795
2030/04/17,0.0,19.336673859045035
2030/04/18,0.0,20.54722112538007
2030/04/19,7.19221965507903,18.80250587716201
2030/04/20,1.7865037602226617,23.979018759810135
2030/04/21,0.0,22.41194421509229
2030/04/22,0.0,24.057052611361865
2030/04/23,0.0,24.08790434969175
2030/04/24,0.0,20.836018598877157
2030/04/25,15.540963226397574,14.819170142522706
2030/04/26,0.35155796318489546,18.879028805718214
2030/04/27,11.772578440504335,21.076562629615534
2030/04/28,12.843223438832446,19.318558325766162
2030/04/29,0.0,21.9854842354316
2030/04/30,18.53069941777451,18.9813157874814
2030/05/01,165.56458517116735,19.774141952775125
2030/05/02,4.064800044466471,21.824714214123127
2030/05/03,4.6116526347442175,22.99560655761809
2030/05/04,0.0,22.943386707716392
2030/05/05,0.0,24.438749991401977
2030/05/06,0.0,24.494998525988915
2030/05/07,50.46100676656369,22.300573705978934
2030/05/08,48.79826506467041,24.976959804017106
2030/05/09,30.203017930198953,25.164441229299644
2030/05/10,0.0,27.94519119854605
2030/05/11,0.0,26.531973887850363
2030/05/12,0.0,25.960823227882074
2030/05/13,0.0,25.777652676552382
2030/05/14,0.0,26.870230226668163
2030/05/15,0.0,27.298562873351376
2030/05/16,49.49276456540052,25.246698980533473
2030/05/17,3.6092697873171855,25.238434579117364
2030/05/18,4.127317293656342,23.14453505547861
2030/05/19,41.40093121139183,20.906676043664834
2030/05/20,4.521926756585212,23.096696724506444
2030/05/21,7.697394379961114,26.872388304889835
2030/05/22,197.8128024361934,26.470389973787807
2030/05/23,0.0,29.038907639661158
2030/05/24,0.0,27.10772412660065
2030/05/25,0.0,28.364439047500554
2030/05/26,0.0,28.30644628872913
2030/05/27,7.107003862612361,24.74274775881439
2030/05/28,0.0,27.336802505622472
2030/05/29,4.948776134984514,24.731290659371176
2030/05/30,0.8536564657253067,25.987728135795535
2030/05/31,0.19423820129731068,27.051955847523594
2030/06/01,0.6907651766456019,25.544151324375715
2030/06/02,0.2589011947535913,25.346483148113276
2030/06/03,0.00565565844736045,26.1141384691718
2030/06/04,0.4552829067799288,26.55935065438476
2030/06/05,6.77291461380796,26.427637019869056
