Date,PP01,TX01
2050/01/01,0.0,14.665076045075264
2050/01/02,0.0,15.292669272765083
2050/01/03,4.801869308146819,14.418335314954176
2050/01/04,0.0,16.526530068507572
2050/01/05,0.0,16.09771258626167
2050/01/06,0.1696358794182054,15.49063515944647
2050/01/07,0.01808690755502272,13.898614091025385
2050/01/08,0.0,17.942774129289056
2050/01/09,0.8779829015534357,15.79900421650635
2050/01/10,2.5915616417359946,17.737745442053203
2050/01/11,0.0,20.651453867231897
2050/01/12,0.0,19.15608415014448
2050/01/13,0.5433337562957918,17.401946538590582
2050/01/14,0.14530520284561874,16.336142012785096
2050/01/15,0.0,18.88736429186986
2050/01/16,0.0,16.773747032466616
2050/01/17,0.0,17.718246067471444
2050/01/18,0.0,16.453102706060946
2050/01/19,0.0,15.974913640064424
2050/01/20,28.547365710204062,12.726588722479061
2050/01/21,4.056285866077971,14.75389452926389
2050/01/22,0.25608749600130615,15.200679295772643
2050/01/23,0.6937678612242277,12.131634412614865
2050/01/24,0.6314434162910786,15.666762388919052
2050/01/25,0.00344228664306313,14.315394477183249
2050/01/26,0.5227310285066861,10.597049255555644
2050/01/27,0.0,11.227907039332184
2050/01/28,0.0,12.709592200933086
2050/01/29,0.0,15.287196146494882
2050/01/30,0.0,12.239843847998637
2050/01/31,0.0,13.689325137909865
2050/02/01,16.834240715835904,12.468049179927222
2050/02/02,0.5417936640721092,12.751520593658135
2050/02/03,14.83464602251898,12.959176684649293
2050/02/04,0.7228318553768538,12.54565678686374
2050/02/05,11.925477972691871,13.172135397194442
2050/02/06,0.0,13.948661903495399
2050/02/07,0.0,13.791102455190249
2050/02/08,0.0,15.569136112000368
2050/02/09,0.0,15.212004589312125
2050/02/10,3.471075915619881,14.003663808398429
2050/02/11,4.877097886187793,15.541057252064059
2050/02/12,11.804788217781104,14.25367881193698
2050/02/13,0.8480057833828976,13.620637812983228
2050/02/14,1.3359530307555891,14.634804312553205
2050/02/15,0.0,17.124614091432754
2050/02/16,0.0,15.554921222944037
2050/02/17,0.0,15.09176635519924
2050/02/18,0.8947036750670757,12.686069900391468
2050/02/19,0.5592743362149775,13.59827260823307
2050/02/20,1.5931335867454415,15.778580460822543
2050/02/21,0.0,18.191743995536367
2050/02/22,0.0,16.85221507406796
2050/02/23,5.470648389877101,14.315453748012093
