,Discharge
2021-06-05,11982.019738763098
2021-06-15,13957.464472631942
2021-06-25,13181.315056213221
2021-07-05,12151.782575722918
2021-07-15,12882.343905814027
2021-07-25,13074.462597313139
2021-08-05,39137.58846527655
2021-08-15,42235.19668325606
2021-08-25,49722.01396225825
