,Discharge
2050-01-05,26.023765840279577
2050-01-15,0.4743710419046434
2050-01-25,0.577674569983548
2050-02-05,27.37304474565683
2050-02-15,39.82197250639463
2050-02-25,37.99602531520377
2050-03-05,12.5635079903886
2050-03-15,0.5249463126645546
2050-03-25,22.234650694383667
2050-04-05,1.0248256438995502
2050-04-15,2.280020894314504
2050-04-25,4.341870313536435
2050-05-05,0.07914525349975221
2050-05-15,23.336157988270212
2050-05-25,41.39623843493623
2050-06-05,37.98282467454004
2050-06-15,0.8195168159620205
2050-06-25,320.8787014332231
2050-07-05,84.46111008093672
2050-07-15,171.64515748722886
2050-07-25,12.989243206713526
2050-08-05,0.17343891086415192
2050-08-15,0.0031615100350345926
2050-08-25,14.02155828580756
2050-09-05,6.513251722732534
2050-09-15,45.06433732249944
2050-09-25,321.1782637607078
2050-10-05,230.2883659256579
2050-10-15,37.58096429997239
2050-10-25,44.96372694497123
2050-11-05,7.319225597982516
2050-11-15,0.13341761120045498
2050-11-25,0.002431986654891778
2050-12-05,3.9792024230979295
2050-12-15,7.931632356353838
2050-12-25,37.939005409958874
2051-01-05,45.77224502720132
2051-01-15,79.08620428438181
2051-01-25,12.982919040727658
2051-02-05,0.17335446741788957
2051-02-15,11.6777814487188
2051-02-25,13.739271491706583
2051-03-05,300.63653456111547
2051-03-15,47.53069528084727
2051-03-25,7.679762774000763
2051-04-05,8.667891681003832
2051-04-15,35.03286270573256
2051-04-25,2.155421175823812
2051-05-05,51.7265123291627
2051-05-15,60.27405222702383
2051-05-25,18.802186349620406
2051-06-05,36.92776463096933
2051-06-15,3.2381231109778144
2051-06-25,48.16145197811947
2051-07-05,34.99061442715098
2051-07-15,256.6937480496585
2051-07-25,4.142680488272336
2051-08-05,0.05531515427879332
2051-08-15,0.0010083055438399754
2051-08-25,1.6811262231162778e-05
2051-09-05,10.725852284493595
2051-09-15,338.6647498705448
2051-09-25,6.729202110844928
2051-10-05,69.10012228764538
2051-10-15,11.5240629908331
2051-10-25,34.83376703523958
2051-11-05,3.7232916540345022
2051-11-15,0.06786956784346149
2051-11-25,0.0012371521404365214
2051-12-05,2.2551276915698208e-05
