,Discharge
2040-01-05,26.023765840279577
2040-01-15,0.4743710419046434
2040-01-25,0.007909086713892467
2040-02-05,0.00010560610527937873
2040-02-15,1.9250280109472483e-06
2040-02-25,4.286287218073392e-08
2040-03-05,1.4248970977517924e-09
2040-03-15,2.597356297378053e-11
2040-03-25,4.330516487759622e-13
2040-04-05,5.782323505407021e-15
2040-04-15,1.0540237883804181e-16
2040-04-25,18.36390571577835
2040-05-05,41.80257707449613
2040-05-15,13.971422058878208
2040-05-25,43.14512387272408
2040-06-05,65.23649144812028
2040-06-15,82.80100429012505
2040-06-25,35.565034281405964
2040-07-05,2.036333111691136
2040-07-15,138.21302872853403
2040-07-25,96.11971697102895
2040-08-05,14.09929473398594
2040-08-15,0.2570072745862714
2040-08-25,0.004285027207062519
2040-09-05,5.721583929016448e-05
2040-09-15,1.0429519487726982e-06
2040-09-25,3.0250362424654016
2040-10-05,8.12566269607879
2040-10-15,0.14811765149448405
2040-10-25,0.0024695338586107553
2040-11-05,3.297445863191019e-05
2040-11-15,6.010708977887405e-07
2040-11-25,1.0956547557051834e-08
2040-12-05,1.9972009094363324e-10
2040-12-15,3.6405733210057036e-12
2040-12-25,6.069849872898773e-14
2041-01-05,8.104768956211067e-16
2041-01-15,1.477367925053905e-17
2041-01-25,2.4631838783117635e-19
2041-02-05,3.2889670499950617e-21
2041-02-15,5.99525347665608e-23
2041-02-25,1.3349093207976814e-24
2041-03-05,4.4376597278550916e-26
2041-03-15,8.08913391567114e-28
2041-03-25,14.926776230815243
2041-04-05,23.969845724433693
2041-04-15,18.43845756612768
2041-04-25,130.08512761113758
2041-05-05,50.06726937854027
2041-05-15,93.7502736339919
2041-05-25,21.96006372258668
2041-06-05,16.30460682939851
2041-06-15,4851.9532469199585
2041-06-25,289.0885212034592
2041-07-05,85.32801981551975
2041-07-15,14.983551028184158
2041-07-25,321.22245452111434
2041-08-05,23.16467254967612
2041-08-15,59.22800568698359
2041-08-25,14.2694520587767
2041-09-05,15.372736827823948
2041-09-15,5.093347236230384
2041-09-25,50.128343127335945
2041-10-05,20.908020139392313
2041-10-15,0.38111929528413896
2041-10-25,0.00635432032831753
2041-11-05,8.484608221483728e-05
2041-11-15,1.5466064622931224e-06
2041-11-25,2.8192127282319598e-08
2041-12-05,1.2716802732871664
2041-12-15,21.114608736729387
2041-12-25,8.887573411814659
2042-01-05,8.49240355676029
2042-01-15,0.20220065977772675
2042-01-25,0.003371248264580576
2042-02-05,4.5014603080132525e-05
2042-02-15,8.205432025135773e-07
2042-02-25,1.8270299553097437e-08
2042-03-05,6.07362397426225e-10
2042-03-15,1.107123139091714e-11
2042-03-25,3.0070598865502713
2042-04-05,4.749858581522945
2042-04-15,37.52302420056563
2042-04-25,3.226592690035269
2042-05-05,2.186657884246844
2042-05-15,23.381462595997288
2042-05-25,39.39527038118011
2042-06-05,122.16989455454318
2042-06-15,21.41709234561459
2042-06-25,132.44613059928616
2042-07-05,177.80689677643616
2042-07-15,136.97366816889152
2042-07-25,43.26148964574956
2042-08-05,27.671851011403344
2042-08-15,52.258861298639694
2042-08-25,64.98955868419743
2042-09-05,302.51532979659794
2042-09-15,4.82495945521721
2042-09-25,404.1493204255236
2042-10-05,93.78835515600596
2042-10-15,2.8588892059786932
2042-10-25,0.04766564701064086
2042-11-05,0.0006364557019679026
2042-11-15,1.1601555144696214e-05
2042-11-25,2.114775330934424e-07
2042-12-05,3.854892421360729e-09
2042-12-15,7.026843638136415e-11
2042-12-25,8.798557692798376
2043-01-05,21.665430787780927
2043-01-15,0.4807286196340059
2043-01-25,0.008015085244810267
2043-02-05,0.00010702145099760209
2043-02-15,1.9508274677641286e-06
2043-02-25,4.343732554639181e-08
2043-03-05,1.4439937399475896e-09
2043-03-15,2.6321663787125512e-11
2043-03-25,4.3885545903146985e-13
2043-04-05,52.47712580437483
