27.0,26.0,26.0,26.0,26.0,27.0,27.0,26.0,26.0,27.0,27.0,26.0
33.0,31.0,32.0,30.0,32.0,30.0,32.0,30.0,33.0,31.0,33.0,30.0
67.0,84.0,65.0,80.0,66.0,84.0,70.0,81.0,61.0,75.0,61.0,80.0
3.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,4.0,1.0,3.0,1.0
32.15995114915446,31.06316684642447,31.06316684642447,31.06316684642447,31.06316684642447,32.15995114915446,32.15995114915446,31.06316684642447,31.06316684642447,32.15995114915446,32.15995114915446,31.06316684642447
38.74065696553448,36.547088360074476,37.64387266280447,35.45030405734447,37.64387266280447,35.45030405734447,37.64387266280447,35.45030405734447,38.74065696553448,36.547088360074476,38.74065696553448,35.45030405734447
67.0,84.0,65.0,80.0,66.0,84.0,70.0,81.0,61.0,75.0,61.0,80.0
3.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,4.0,1.0,3.0,1.0
32.15995114915446,31.06316684642447,31.06316684642447,31.06316684642447,31.06316684642447,32.15995114915446,32.15995114915446,31.06316684642447,31.06316684642447,32.15995114915446,32.15995114915446,31.06316684642447
38.74065696553448,36.547088360074476,37.64387266280447,35.45030405734447,37.64387266280447,35.45030405734447,37.64387266280447,35.45030405734447,38.74065696553448,36.547088360074476,38.74065696553448,35.45030405734447
67.0,84.0,65.0,80.0,66.0,84.0,70.0,81.0,61.0,75.0,61.0,80.0
3.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,4.0,1.0,3.0,1.0
1.863025856044724,0,1.874567235699311,0,1.8861086153538982,0,1.8976499950084853,0,1.9091913746630724,0,1.9207327543176596,0
