2016/7/20,13.61
2016/7/21,3.95
2016/7/22,0.25
2016/7/23,0.2
2016/7/24,0
2016/7/25,0.34
2016/7/26,0.44
2016/7/27,3.1
2016/7/28,0.04
2016/7/29,0.88
2016/7/30,0.72
2016/7/31,0
2017/7/1,65.43
2017/7/2,5.11
2017/7/3,19.38
2017/7/4,20.9
2017/7/5,7.74
2017/7/6,1.38
2017/7/7,33.22
2017/7/8,7.22
2017/7/9,0.36
2017/7/10,3.04
2017/7/11,7.97
2017/7/12,0.96
2017/7/13,0
2017/7/14,0.24
2017/7/15,0
2017/7/16,0.9
2017/7/17,0.28
2017/7/18,1.09
2017/7/19,0
2017/7/20,0
2017/7/21,0
2017/7/22,0
2017/7/23,0.17
2017/7/24,0.54
2017/7/25,0
2017/7/26,7.85
2017/7/27,0.04
2017/7/28,3.81
2017/7/29,119.83
2017/7/30,2.63
2017/7/31,4.08
