Date,PP01,TX01
2001-06-30,0.0,0,29.31622694180144
2001-07-01,0.0,0,29.166741954362635
2001-07-02,0.0,0,29.992131482570986
2001-07-03,0.0,0,30.220845629526057
2001-07-04,0.0,0,29.505522544941986
2001-07-05,0.0,0,29.495132226228762
2001-07-06,0.0,0,29.703443972512346
2001-07-07,0.0,0,29.81702360957928
2001-07-08,0.0,0,29.814261037532685
2001-07-09,0.09166014854721069,1,27.67288988073194
2001-07-10,0.0,0,29.68993628060477
2001-07-11,0.0,0,29.68918028902113
2001-07-12,0.0,0,29.044490286886198
2001-07-13,0.0,0,28.947856273212743
2001-07-14,0.0,0,29.850318913813414
2001-07-15,0.0,0,30.636702183724495
2001-07-16,0.0,0,30.103869692967184
2001-07-17,38.85688684605326,1,29.368049264309334
2001-07-18,0.0,0,31.059037772255206
2001-07-19,0.0,0,30.82303164819962
2001-07-20,0.0,0,30.846324223784002
2001-07-21,0.0,0,30.31067328220536
2001-07-22,0.0,0,29.228086955601256
2001-07-23,0.0,0,29.317107385166356
2001-07-24,0.0,0,29.77445033101436
2001-07-25,0.0,0,29.728546862917206
2001-07-26,0.0,0,29.236628896986357
2001-07-27,0.0,0,29.474717285080818
2001-07-28,0.0,0,30.011212211335646
2001-07-29,0.0,0,29.06067565124161
2001-07-30,0.0,0,29.52815351116327
2001-07-31,0.0,0,29.15378879350981
2001-08-01,0.0,0,28.723041727919032
2001-08-02,0.0,0,29.93835825447907
2001-08-03,0.0,0,29.876098883008897
2001-08-04,0.0,0,30.231897234260643
2001-08-05,0.0,0,30.443408129297275
2001-08-06,0.0,0,29.255040963844852
2001-08-07,3.8156832950241255,1,28.16848543955327
2001-08-08,41.05173297623021,1,29.007144019248557
2001-08-09,0.0,0,29.905340720199533
2001-08-10,0.0,0,29.886811371180027
2001-08-11,0.0,0,29.572965983649905
2001-08-12,0.0,0,29.283988755776427
2001-08-13,0.0,0,29.974780241616813
2001-08-14,0.0,0,29.75221276475063
2001-08-15,0.0,0,29.557404673182372
2001-08-16,0.0,0,29.64212569889515
2001-08-17,0.0,0,29.412354549013592
2001-08-18,7.327064832126009,1,28.566109441341805
2001-08-19,0.0,0,29.315985424024348
2001-08-20,0.0,0,29.23656516961957
2001-08-21,0.0,0,29.46305314900581
2001-08-22,0.0,0,29.089660299974927
2001-08-23,0.0,0,29.704550304511407
2001-08-24,0.0,0,29.98941061946814
2001-08-25,0.0,0,30.019633708301946
2001-08-26,0.0,0,29.608631160692177
2001-08-27,0.0,0,29.861580206114915
2001-08-28,0.0,0,28.682633577376805
2001-08-29,0.0,0,28.769838479346618
2001-08-30,58.62288276343895,1,28.12255906065578
2001-08-31,3.1447027478281777,1,26.964211086867937
2001-09-01,15.742846171896467,1,26.350956498529893
2001-09-02,0.0,0,26.280065768998806
2001-09-03,0.0,0,26.43317465017059
2001-09-04,60.45735121107762,1,27.023182176446436
2001-09-05,0.0,0,29.84630979090816
2001-09-06,32.76202991387819,1,27.733888249411763
2001-09-07,0.0,0,30.724666198057484
2001-09-08,22.823917628884594,1,27.917478256105085
2001-09-09,17.53121814975462,1,28.324282991548206
2001-09-10,5.652371220010614,1,28.065198338569118
2001-09-11,13.089175600599315,1,27.245844604972294
2001-09-12,0.0,0,28.417795619673893
2001-09-13,0.0,0,26.80614415650434
2001-09-14,0.0,0,26.23201539263796
2001-09-15,0.0,0,25.594977391878754
2001-09-16,0.0,0,27.463144975344406
2001-09-17,13.149882252845302,1,27.356883956673208
2001-09-18,40.092563418095104,1,27.30208996760628
2001-09-19,3.959768211989053,1,27.261509961645533
2001-09-20,0.0,0,27.814169085549704
2001-09-21,0.0,0,28.104891057982666
2001-09-22,0.0,0,29.785575678919898
2001-09-23,0.0,0,28.984179821186622
2001-09-24,0.44556596381566627,1,26.98446790952715
2001-09-25,0.0,0,28.3963393295769
2001-09-26,0.0,0,28.063982099965
2001-09-27,0.0,0,27.323173651304447
2001-09-28,1.6194075675893458,1,26.525136572155485
2001-09-29,0.0,0,28.429241426782752
2001-09-30,0.0,0,26.153581945434333
2001-10-01,0.0,0,27.280311347435855
2001-10-02,0.0,0,27.434685226545966
2001-10-03,0.0,0,27.104158173155323
2001-10-04,0.0,0,23.592882036835118
2001-10-05,0.0,0,22.813113386612468
2001-10-06,9.317638386989376,1,22.732786705899432
2001-10-07,8.293614713985383,1,22.744909269367188
2001-10-08,0.0,0,26.50865373478947
2001-10-09,0.0,0,25.615297162556313
2001-10-10,0.0,0,24.52467673473218
2001-10-11,0.0,0,24.62585852669715
2001-10-12,0.0,0,25.395747955305293
2001-10-13,0.0,0,23.067334706009508
2001-10-14,0.0,0,25.683574054016553
2001-10-15,0.0,0,26.247408988210935
2001-10-16,0.0,0,29.02922167316552
2001-10-17,0.0,0,27.822521691628115
2001-10-18,0.0,0,26.292957653957142
2001-10-19,0.0,0,26.09820594095834
2001-10-20,0.0,0,24.77329294533857
2001-10-21,0.0,0,24.47073891853379
2001-10-22,0.0,0,25.858996651080243
2001-10-23,0.0,0,25.92691525120449
2001-10-24,2.1031906156635753,1,24.00958078183267
2001-10-25,6.893290027082812,1,24.453544323664925
2001-10-26,0.0,0,26.10016622076912
2001-10-27,0.0,0,25.84323770104248
2001-10-28,0.0,0,26.829092940489645
2001-10-29,0.0,0,24.58371994993492
2001-10-30,0.0,0,22.99019126487908
2001-10-31,0.0,0,25.402572744413646
2001-11-01,0.0,0,22.875478837269785
2001-11-02,0.0,0,23.074304153433165
2001-11-03,0.0,0,23.365333173866578
2001-11-04,0.0,0,24.253260413383384
2001-11-05,7.4767876604500065,1,22.061398454689886
2001-11-06,5.513134642017234,1,21.45474466539074
2001-11-07,2.7331482177402835,1,22.17632468901344
2001-11-08,0.0,0,22.08299284051995
2001-11-09,0.0,0,20.79600350706742
2001-11-10,3.1519546352661942,1,17.538159033880675
2001-11-11,0.0,0,19.378154064193993
2001-11-12,0.0,0,22.0771638385893
2001-11-13,0.0,0,20.616935729132315
2001-11-14,6.373598896387603,1,20.28128769871492
2001-11-15,0.0,0,21.678067632263122
2001-11-16,0.0,0,20.758868553441317
2001-11-17,0.0,0,20.71799050484656
2001-11-18,4.304791633405326,1,18.74198142380971
2001-11-19,0.0,0,19.310520689040892
2001-11-20,50.49815832401222,1,20.670459686866575
2001-11-21,17.568358743853747,1,19.70917425398092
2001-11-22,22.33105014348716,1,19.870218008112797
2001-11-23,5.739261064965515,1,20.103354264333596
2001-11-24,0.0,0,21.27557535326429
2001-11-25,0.0,0,20.209405090019217
2001-11-26,0.0,0,20.72932959436274
2001-11-27,0.0,0,18.317528520091347
2001-11-28,0.0,0,19.748505578174473
2001-11-29,0.0,0,21.88718750715502
2001-11-30,0.0,0,23.598383772446354
2001-12-01,0.0,0,22.47350893178445
2001-12-02,4.533869943654813,1,20.792920492809174
2001-12-03,1.685531128215601,1,20.84820922877438
2001-12-04,9.124996554805088,1,18.458089552378258
2001-12-05,0.0,0,22.304411961305156
2001-12-06,0.0,0,18.220955015350736
2001-12-07,0.0,0,21.07297363799395
2001-12-08,0.0,0,21.391376439531562
2001-12-09,0.0,0,19.155761537786542
2001-12-10,0.0,0,16.225505119292905
2001-12-11,0.0,0,17.47858726321234
2001-12-12,0.0,0,17.934228193544687
2001-12-13,0.0,0,16.87715833844321
2001-12-14,0.0,0,19.68643240759193
2001-12-15,0.0,0,17.63540367897312
2001-12-16,0.0,0,19.333086936151453
2001-12-17,0.0,0,18.650566004826622
2001-12-18,0.0,0,21.07845139104129
2001-12-19,0.0,0,17.457641499774354
2001-12-20,0.0,0,16.507286929265046
2001-12-21,0.0,0,16.40584924343777
2001-12-22,0.0,0,18.602941464151172
2001-12-23,0.0,0,17.304507401724184
2001-12-24,0.0,0,18.530728477113467
2001-12-25,0.0,0,16.78248231853428
2001-12-26,0.0,0,14.812881664851846
2001-12-27,5.736832619027833,1,12.175840232751195
2001-12-28,21.509620270034095,1,13.321165995054587
2001-12-29,4.692469324495256,1,15.920502906396976
2001-12-30,2.608821202409004,1,16.889490156269307
2001-12-31,2.2302704425800224,1,17.168832538184823
2001-01-01,0.0,0,16.982490923534577
2001-01-02,0.0,0,18.32186733725571
2001-01-03,0.0,0,18.854498878826096
2001-01-04,0.0,0,16.55110878615603
2001-01-05,0.0,0,17.73648819067462
2001-01-06,0.0,0,14.676897194907616
2001-01-07,0.0,0,15.151225819665695
2001-01-08,0.47727560532798274,1,11.07531583504684
2001-01-09,2.4227807709514964,1,11.553116317038796
2001-01-10,14.251307360860004,1,13.354053452228662
2001-01-11,0.0,0,16.990309601234074
2001-01-12,0.0,0,15.924271262295177
2001-01-13,0.0,0,14.402771132721758
2001-01-14,0.0,0,13.179388246595483
2001-01-15,0.0,0,11.891548271684949
2001-01-16,0.0,0,12.71140655317786
2001-01-17,0.0,0,15.048592592958911
2001-01-18,10.562861383236317,1,12.871853275654303
2001-01-19,12.848480252709933,1,13.869035870539646
2001-01-20,4.679238549726871,1,14.234766992675524
2001-01-21,60.068194132501965,1,13.274775347153948
2001-01-22,1.7732232253418316,1,12.870967924838016
2001-01-23,7.630291401331366,1,11.915219498416702
2001-01-24,0.0,0,12.968788300409246
2001-01-25,0.015868933955188062,1,12.272273135069456
2001-01-26,22.31341116967783,1,12.131231958822305
2001-01-27,0.0,0,13.248663045205433
2001-01-28,0.0,0,13.080965347794
2001-01-29,0.0,0,14.456693000761376
2001-01-30,0.0,0,16.79897572741568
2001-01-31,0.0,0,14.305549631546857
2001-02-01,17.90330039319505,1,14.42382845165352
2001-02-02,0.0,0,18.263013457243495
2001-02-03,0.0,0,18.463441737724498
2001-02-04,6.795369001730021,1,16.946550102456946
2001-02-05,0.365346755080276,1,17.647176458415835
2001-02-06,0.0,0,17.962630196293212
2001-02-07,1.7579664925509948,1,16.262468063691447
2001-02-08,0.7781583352170848,1,17.439560317441526
2001-02-09,0.0,0,15.926144629062069
2001-02-10,6.325515265179241,1,14.671022859179354
2001-02-11,0.0,0,15.780942267564917
2001-02-12,0.0,0,17.48906613456559
2001-02-13,0.0,0,14.860385979025066
2001-02-14,0.0,0,14.751800806007278
2001-02-15,11.31520507475242,1,14.584159925031827
2001-02-16,4.979341738793289,1,13.438513225364632
2001-02-17,1.8613632544932148,1,16.363969232249787
2001-02-18,0.7243433905428794,1,17.308476342786737
2001-02-19,0.0,0,20.139371334558774
2001-02-20,38.70319871686193,1,14.428113794659737
2001-02-21,0.3900771901459568,1,13.881797162057179
2001-02-22,2.9470058840071514,1,15.037939672581812
2001-02-23,1.118509029517619,1,16.84145791843244
2001-02-24,0.2167952666044829,1,12.504960273441537
2001-02-25,5.337705525627842,1,14.447226549271656
2001-02-26,8.942197302327264,1,17.137856009362725
2001-02-27,3.0804423376384413,1,16.485791102207973
2001-02-28,4.922573193053591,1,18.655741692497777
2001-03-01,0.0,0,16.000532751808162
2001-03-02,0.0,0,15.904194787371168
2001-03-03,0.0,0,17.908620784305324
2001-03-04,0.7084902475690942,1,16.754801092562463
2001-03-05,3.7769029321345378,1,14.560296720832428
2001-03-06,0.4834945696774549,1,16.715256934253567
2001-03-07,0.0,0,21.830559875892313
2001-03-08,0.0,0,17.157141849004994
2001-03-09,0.0,0,17.920148506658006
2001-03-10,4.008448228632764,1,17.40103137979974
2001-03-11,6.173436715049077,1,18.063322701820805
2001-03-12,0.0,0,19.83507971516024
2001-03-13,0.0,0,19.03375981156738
2001-03-14,0.0,0,19.14484357348203
2001-03-15,0.0,0,22.31483403426453
2001-03-16,1.5842635030323398,1,18.458936038024113
2001-03-17,0.0,0,19.29125246569074
2001-03-18,10.361558137972915,1,16.239466281050397
2001-03-19,0.0,0,19.125473147842996
2001-03-20,99.3279724053844,1,15.811687780458412
2001-03-21,0.0,0,14.638219122990705
2001-03-22,0.0,0,16.856395540586373
2001-03-23,0.0,0,18.439603493233765
2001-03-24,0.0,0,18.04493064617837
2001-03-25,3.0218429118315258,1,16.22329521035566
2001-03-26,0.49774707835991233,1,13.39252147510715
2001-03-27,24.839719208436517,1,14.54324652435784
2001-03-28,3.2173237854774825,1,17.354561957425027
2001-03-29,0.09778886849809779,1,17.107337594018198
2001-03-30,54.833135824253674,1,15.825644713264722
2001-03-31,2.4092986109888113,1,15.542684332918636
2001-04-01,0.0,0,19.816361852433513
2001-04-02,0.0,0,19.400843546713688
2001-04-03,1.0576165585227806,1,19.57414577975117
2001-04-04,0.0,0,18.243773008536056
2001-04-05,0.0,0,19.169211875514343
2001-04-06,0.0,0,19.56210345684015
2001-04-07,0.0,0,19.57171452284556
2001-04-08,0.0,0,18.99526646158677
2001-04-09,2.654339991012213,1,20.593546675450142
2001-04-10,24.0508824620944,1,20.40321806583838
2001-04-11,23.988681425856115,1,20.523876416036707
2001-04-12,0.19011773936069798,1,22.470961084648167
2001-04-13,3.539904332947481,1,19.375126341581595
2001-04-14,0.0,0,24.977593669469446
2001-04-15,0.0,0,24.44803685687961
2001-04-16,0.0,0,24.596776947922383
2001-04-17,0.0,0,27.36206061629179
2001-04-18,0.0,0,26.407606798955797
2001-04-19,0.0,0,29.809167552629727
2001-04-20,6.340596149234376,1,26.529505257314103
2001-04-21,13.580700362328857,1,24.15047804336905
2001-04-22,39.68063091759058,1,22.530050737143323
2001-04-23,0.0,0,21.429491960633392
2001-04-24,8.716770700455845,1,22.767490576704375
2001-04-25,18.666368298480005,1,24.809667512793386
2001-04-26,0.0,0,23.73259676401836
2001-04-27,0.0,0,22.98980131413492
2001-04-28,12.973021115208107,1,22.1012173317408
2001-04-29,1.961130395073716,1,22.555475450941405
2001-04-30,0.0,0,23.655622730331437
2001-05-01,0.0,0,26.626548083402525
2001-05-02,6.329054295822692,1,21.659638531181056
2001-05-03,6.055970564377133,1,20.47078449679142
2001-05-04,3.898148612787656,1,20.95503810166362
2001-05-05,1.662190980791299,1,21.208047534569943
2001-05-06,6.984549421053768,1,22.135145499356817
2001-05-07,0.0,0,25.774341870115258
2001-05-08,0.0,0,25.138745659075532
2001-05-09,0.0,0,27.859026158432023
2001-05-10,0.0,0,28.039810964659267
2001-05-11,0.0,0,24.680005762895135
2001-05-12,0.0,0,28.027290119008235
2001-05-13,0.0,0,29.022809516893293
2001-05-14,1.713838324985226,1,27.873792886139253
2001-05-15,25.41695272360848,1,28.30288263410637
2001-05-16,0.0,0,28.492248769716618
2001-05-17,0.0,0,28.131828557958258
2001-05-18,0.0,0,28.826641349419994
2001-05-19,0.0,0,29.65149173736717
2001-05-20,0.0,0,29.319632517069696
2001-05-21,7.199634361395085,1,27.17096607497548
2001-05-22,0.0,0,28.449891180339907
2001-05-23,1.4727546150071669,1,27.082463113754763
2001-05-24,35.51962614819733,1,26.977246262491395
2001-05-25,0.0,0,26.26560011316113
2001-05-26,0.0,0,27.031284725631977
2001-05-27,0.0,0,27.066093614093635
2001-05-28,0.0,0,26.903132249215275
2001-05-29,0.0,0,27.688071809451316
2001-05-30,0.0,0,27.05064074237526
2001-05-31,0.0,0,26.17096589456121
2001-06-01,0.0,0,27.63056413866443
2001-06-02,44.50086858326376,1,25.541720812864277
2001-06-03,32.031869657667926,1,26.454518109057275
2001-06-04,51.42373598984761,1,27.02827556082424
2001-06-05,0.10759378395141697,1,27.155188555937592
2001-06-06,6.4808411983512935,1,25.511319402967686
2001-06-07,0.0,0,28.27476531379664
2001-06-08,0.0,0,28.740714360174984
2001-06-09,0.0,0,28.623580435263555
2001-06-10,12.34515768986744,1,28.213480085988515
2001-06-11,8.951310968541332,1,28.051267644055898
2001-06-12,0.0,0,28.823036642832967
2001-06-13,0.0,0,28.558620817353905
2001-06-14,9.683498235410347,1,26.342417821708665
2001-06-15,0.0,0,28.50606714327151
2001-06-16,0.0,0,28.487704204759133
2001-06-17,0.0,0,27.850416440108873
2001-06-18,0.0,0,27.66863336600427
2001-06-19,0.0,0,28.35182672236767
2001-06-20,0.0,0,28.868595562894612
2001-06-21,7.420048054665806,1,26.82434385613612
2001-06-22,0.0,0,30.019682927362027
2001-06-23,0.0,0,29.689176794772784
2001-06-24,0.0,0,29.34177726885688
2001-06-25,0.0,0,28.838465136621856
2001-06-26,0.0,0,29.52828079479666
2001-06-27,0.0,0,30.3283249378292
2001-06-28,0.0,0,29.64316936542674
2001-06-29,0.0,0,30.00115276258571
2001-06-30,17.58505256869094,1,28.555844220156573
2001-07-01,10.06256802496873,1,28.41206976670258
2001-07-02,22.938212645780506,1,28.412626571124484
2001-07-03,0.0,0,29.471256283285783
2001-07-04,0.0,0,29.74670523769336
2001-07-05,0.0,0,29.798285508696875
2001-07-06,0.0,0,30.249970240290423
2001-07-07,5.0325320037469785,1,29.021709537206693
2001-07-08,0.020005514359195925,1,29.17035688132438
2001-07-09,0.4381431661844166,1,28.292290960448987
2001-07-10,0.0,0,29.68307184530026
2001-07-11,0.0,0,29.00996648192256
2001-07-12,0.0,0,29.152149959383394
2001-07-13,0.0,0,29.90819457101965
2001-07-14,0.0,0,29.866948354727402
2001-07-15,0.0,0,29.913779398682784
2001-07-16,43.76164876191124,1,29.18345375684567
2001-07-17,0.06002524714101005,1,29.13160460032017
2001-07-18,0.0,0,30.619733794871316
2001-07-19,1.206112979184145,1,28.785403259875345
2001-07-20,0.0,0,30.35119932387018
2001-07-21,0.0,0,29.39511586900768
2001-07-22,0.0,0,30.347902819404407
2001-07-23,2.237703134287639,1,27.589864606833345
2001-07-24,5.079697519744429,1,27.809458555141475
2001-07-25,0.0,0,29.882083460101207
2001-07-26,0.0,0,30.613086204157824
2001-07-27,0.0,0,31.22145630213504
2001-07-28,0.0,0,30.376162817907904
2001-07-29,0.0,0,30.56050092563245
2001-07-30,0.0,0,30.228248545522984
2001-07-31,0.0,0,30.800670130650694
2001-08-01,1.1055656104313074,1,28.440701464307487
2001-08-02,0.0,0,29.233086980625686
2001-08-03,0.0,0,30.956312948952355
2001-08-04,0.0,0,31.26780971443682
2001-08-05,0.0,0,29.79553894315217
2001-08-06,0.0,0,30.81627279358807
2001-08-07,0.0,0,31.693511198148
2001-08-08,0.0,0,31.286385738365297
2001-08-09,0.03673763381738781,1,28.330271373059517
2001-08-10,0.1400903403452656,1,28.743286498357477
2001-08-11,0.0,0,30.55601083493675
2001-08-12,0.06706518961136176,1,28.656171076048444
2001-08-13,45.209379184118475,1,27.93519883545633
2001-08-14,0.0,0,30.066514691586544
2001-08-15,0.0,0,30.83474889054017
2001-08-16,0.0,0,29.647826687923107
2001-08-17,0.0,0,29.670578316834945
2001-08-18,0.0,0,29.594756356843643
2001-08-19,0.0,0,29.303841983410816
2001-08-20,0.0,0,29.810696182425957
2001-08-21,0.0,0,30.0353574177822
2001-08-22,0.0,0,28.887361385741485
2001-08-23,0.0,0,29.955613844878343
2001-08-24,0.0,0,30.99778285165449
2001-08-25,0.0,0,29.732379905997835
2001-08-26,16.65784327935329,1,28.26054809608294
2001-08-27,4.571919409734027,1,26.9210453049767
2001-08-28,0.0,0,27.448006088810423
2001-08-29,0.0,0,26.793117907494068
2001-08-30,0.0,0,27.496707069399633
2001-08-31,0.0,0,27.183734143789305
2001-09-01,4.1687961350337925,1,27.631225407557114
2001-09-02,8.24555495728595,1,27.354441077787378
2001-09-03,1.4053426257793369,1,27.353204707106322
2001-09-04,0.0,0,28.67461191163754
2001-09-05,0.0,0,28.853272875223368
2001-09-06,0.0,0,28.801436505459964
2001-09-07,2.0013717628174317,1,26.71022942799841
2001-09-08,0.0,0,28.692381875989494
2001-09-09,0.0,0,28.743138781033363
2001-09-10,0.0,0,28.26544637118205
2001-09-11,0.0,0,27.87074879462665
2001-09-12,0.0,0,28.409447679035647
2001-09-13,12.424412113766094,1,27.35991835073104
2001-09-14,5.876124813823422,1,27.394278538740906
2001-09-15,24.7418114084632,1,27.010688701789725
2001-09-16,1.713820292890817,1,26.924768799636926
2001-09-17,6.650329623852001,1,27.014289968035687
2001-09-18,0.0,0,28.6073185711357
2001-09-19,0.0,0,27.8833626628051
2001-09-20,0.0,0,28.04135162196109
2001-09-21,0.0,0,27.30725350292138
2001-09-22,18.089341817934905,1,25.935102336714223
2001-09-23,10.103360233625061,1,25.159456019765244
2001-09-24,32.3682893753125,1,26.25572769148609
2001-09-25,1.9425321146179668,1,25.907252764978477
2001-09-26,32.67427646125454,1,26.5783811620129
2001-09-27,0.0,0,29.01623434406379
2001-09-28,0.0,0,28.062870742406083
2001-09-29,0.0,0,25.373225288353446
2001-09-30,0.0,0,24.199202506262168
2001-10-01,0.0,0,25.962217770826534
2001-10-02,0.9881388013942558,1,26.166458167637256
2001-10-03,0.0,0,26.986907459507545
2001-10-04,0.0,0,26.737207851323888
2001-10-05,0.0,0,28.2414542567974
2001-10-06,0.0,0,25.383923500898963
2001-10-07,0.0,0,25.18684575052348
2001-10-08,0.0,0,25.966719568384228
2001-10-09,0.0,0,22.010604874165292
2001-10-10,0.0,0,22.084163381125165
2001-10-11,0.0,0,23.58679048293785
2001-10-12,0.0,0,22.397631034642103
2001-10-13,0.0,0,25.52551907686044
2001-10-14,0.0,0,24.852033298277586
2001-10-15,0.0,0,24.337317728089136
2001-10-16,0.0,0,24.44511418835393
2001-10-17,0.0,0,25.411049503276036
2001-10-18,0.0,0,25.004139982438524
2001-10-19,0.0,0,25.867114530643555
2001-10-20,8.870033576889792,1,24.581031856877903
2001-10-21,0.0,0,26.484841319977203
2001-10-22,0.0,0,25.94239745609626
2001-10-23,10.48201183231489,1,23.545270965636274
2001-10-24,36.44654155535705,1,23.8545897790225
2001-10-25,0.04983402843411057,1,21.92215428197551
2001-10-26,0.01683856326919489,1,22.643094133215783
2001-10-27,15.708401690538896,1,22.127218410785375
2001-10-28,8.194915646898393,1,21.283771696094767
2001-10-29,0.0,0,24.71288595309591
2001-10-30,0.0,0,23.582043204747137
2001-10-31,0.0,0,23.247340400923022
2001-11-01,0.0,0,23.428172545356354
2001-11-02,0.0,0,25.306499619989623
2001-11-03,0.0,0,20.032192024446665
2001-11-04,0.0,0,23.470069928966847
2001-11-05,0.0,0,22.483573328867802
2001-11-06,0.0,0,22.724289903833487
2001-11-07,0.0,0,24.396916717679506
2001-11-08,0.0,0,22.62204137025728
2001-11-09,0.0,0,23.58269505735438
2001-11-10,0.0,0,19.923732607918005
2001-11-11,0.0,0,21.79864024281572
2001-11-12,0.0,0,20.72996630697477
2001-11-13,0.0,0,20.38757216259596
2001-11-14,0.0,0,21.292280445296534
2001-11-15,0.0,0,21.43466601172226
2001-11-16,0.0,0,22.15286830105338
2001-11-17,6.666533646572377,1,20.154845330984035
2001-11-18,10.588527791793085,1,19.78875774116433
2001-11-19,9.232050944048416,1,20.505902192825513
2001-11-20,0.6607653530280746,1,20.452482512170583
2001-11-21,0.0,0,22.382733842099753
2001-11-22,6.569779098384854,1,21.59288064375275
2001-11-23,0.8917378075307364,1,20.565515370570978
2001-11-24,0.0,0,20.9722473578572
2001-11-25,0.0,0,18.991195660022225
2001-11-26,0.0,0,20.22342457586315
2001-11-27,0.00745280385037593,1,20.62294474079817
2001-11-28,4.403246650659346,1,20.690084057259796
2001-11-29,0.0,0,21.95292129147057
2001-11-30,1.2272633914535578,1,20.490941912252293
2001-12-01,2.72461026396126,1,19.227665442919957
2001-12-02,6.251221273414906,1,18.19388261174131
2001-12-03,1.287610952634857,1,15.123811601252715
2001-12-04,8.208457612085228,1,15.031301663601653
2001-12-05,2.004088795469195,1,16.37608116074537
2001-12-06,0.0,0,20.152280402523402
2001-12-07,0.0,0,18.60643336408864
2001-12-08,2.777314412271117,1,17.012776326061406
2001-12-09,0.0,0,17.523702655666515
2001-12-10,0.0,0,14.696379648514956
2001-12-11,0.0,0,16.724307914568758
2001-12-12,0.0,0,16.95354098316403
2001-12-13,0.0,0,16.934413248751994
2001-12-14,0.0,0,17.953119158046086
2001-12-15,0.0,0,16.615876395466078
2001-12-16,0.0,0,17.81048939988991
2001-12-17,0.0,0,17.618779289583795
2001-12-18,0.0,0,16.875199918693767
2001-12-19,0.0,0,18.06700738961693
2001-12-20,2.873266232736134,1,14.493881596609299
2001-12-21,0.0,0,16.94860262521998
2001-12-22,0.0,0,15.357815086370172
2001-12-23,9.517802829061424,1,13.708729581691905
2001-12-24,8.610644811005288,1,16.339158400730078
2001-12-25,7.5806864526461,1,15.43500731529369
2001-12-26,0.3558103446808488,1,15.948026590284513
2001-12-27,0.12680888656752043,1,15.024588726401406
2001-12-28,0.0,0,18.331810254597876
2001-12-29,0.0,0,18.26951758282636
2001-12-30,0.0,0,18.61628328769597
2001-12-31,0.0,0,17.048321691307205
2001-01-01,0.0,0,15.89149300569427
2001-01-02,0.0,0,16.990083700981412
2001-01-03,0.0,0,18.33953509392261
2001-01-04,13.673170627921017,1,15.105453800826846
2001-01-05,0.0,0,16.88216150896215
2001-01-06,0.0,0,17.740719462363145
2001-01-07,0.0,0,14.68157226983121
2001-01-08,0.17531709955530084,1,10.611986443469632
2001-01-09,15.171582451343715,1,12.894133577460176
2001-01-10,1.642442867919593,1,14.145740588711012
2001-01-11,0.0,0,17.292539277689983
2001-01-12,0.0,0,14.811168175636542
2001-01-13,0.0,0,14.922098144237916
2001-01-14,0.0,0,15.958791500902311
2001-01-15,0.0,0,17.3001600016621
2001-01-16,0.0,0,17.041785735767647
2001-01-17,2.4129048955259735,1,16.67961174707201
2001-01-18,5.209535535020885,1,14.916661017475464
2001-01-19,0.2314745186364352,1,16.197176697248057
2001-01-20,4.116471677270216,1,17.841974881521296
2001-01-21,0.06082436334657601,1,15.886602916995587
2001-01-22,1.251400121884175,1,13.848799876272304
2001-01-23,4.85348548209431,1,14.676959902198822
2001-01-24,1.0293400937747035,1,16.96700041616718
2001-01-25,0.0,0,20.219600974644607
2001-01-26,0.0,0,17.52302392893651
2001-01-27,0.0,0,16.964711313613435
2001-01-28,0.0,0,15.645365359011143
2001-01-29,0.0,0,14.971879941602726
2001-01-30,0.0,0,17.72123157892043
2001-01-31,0.0,0,18.550696168287498
2001-02-01,0.0,0,17.651229378447347
2001-02-02,0.48644862094304825,1,15.035336232642425
2001-02-03,0.0,0,16.600937418823946
2001-02-04,0.0,0,15.3215601315373
2001-02-05,0.0,0,16.415714822809687
2001-02-06,0.0,0,17.785446782088524
2001-02-07,0.0,0,17.28641538938841
2001-02-08,2.345977791198879,1,13.017969956629761
2001-02-09,0.0,0,15.149371754846488
2001-02-10,0.0,0,17.399402390286674
2001-02-11,0.0,0,17.108367084694674
2001-02-12,0.0,0,18.04167002245372
2001-02-13,0.0,0,16.054477840608822
2001-02-14,0.0,0,16.38076190478611
2001-02-15,0.6425745570859505,1,15.91306591552297
2001-02-16,28.30120584716512,1,18.82153402440217
2001-02-17,18.188895866088696,1,17.14659153029244
2001-02-18,0.0,0,20.370808421452757
2001-02-19,81.23235372143664,1,14.826600987458246
2001-02-20,0.0,0,18.055418928360186
2001-02-21,0.0,0,19.86301206687851
2001-02-22,0.0,0,19.50114100815403
2001-02-23,0.0,0,16.686502258515404
2001-02-24,0.0,0,17.470671482273417
2001-02-25,0.0,0,17.49440886237118
2001-02-26,0.0,0,15.090148378121764
2001-02-27,0.0,0,15.070770272980102
2001-02-28,56.8202511406478,1,14.088367867370449
2001-03-01,21.610717182093783,1,19.119799572715742
2001-03-02,2.3119609517322934,1,17.872692169921528
2001-03-03,0.0,0,19.9880454691583
2001-03-04,0.0,0,18.605009178794614
2001-03-05,0.0,0,17.717323234726006
2001-03-06,0.0,0,18.753524471485704
2001-03-07,0.02168101107714405,1,16.08990464839328
2001-03-08,4.921365194769491,1,15.851663016352854
2001-03-09,12.062597491727432,1,12.368590264208748
2001-03-10,0.0,0,14.745683503258515
2001-03-11,8.657423423238205,1,15.570983297239303
2001-03-12,1.8732027952078338,1,14.553086224295004
2001-03-13,12.706436001438274,1,17.08666654549192
2001-03-14,3.1249415167385384,1,17.76089433896238
