Year, SI_Public, SI_AgriTao, SI_AgriShi
2020,0.0,1.3012165451098312e-33,1.265915482466153e-31
2021,0.0,1.3012165451098312e-33,1.265915482466153e-31
2022,0.0,1.3012165451098312e-33,1.265915482466153e-31
2023,0.0,0.08609891850896605,0.06306129823830665
2024,0.0,0.05900486874945047,0.020390874685148264
2025,0.0,0.0667922967188889,0.032409527826200456
2026,0.0,0.1322777250529214,0.07371501689691656
2027,0.0,0.23747866497423686,0.15241649569394924
2028,0.0,0.0013947783281191665,1.265915482466153e-31
2029,0.0,0.00985675187213521,0.0018945743082745218
