Year, SI_Public, SI_AgriTao, SI_AgriShi
2040,0.0,0.2278043570997053,0.13376605359338736
2041,0.0,0.00815909828478136,0.005287997715839562
2042,0.0,0.5617171959162952,0.3993971811266593
2043,0.0011781077640255527,1.30162022857568,0.8649082918836093
2044,0.0,0.005695024181901104,0.00030313188932393084
2045,0.0,0.005273431441830573,5.2627064118741e-05
2046,0.0060086829509167685,1.5277021546484193,1.0580835719565653
2047,0.0,0.020964531622300643,0.0037133656442180436
2048,0.0,0.0007024690018831188,1.265915482466153e-31
2049,0.0,0.010436947709300756,0.006484180570069498
