Year, SI_Public, SI_AgriTao, SI_AgriShi
2040,0.005295715964254432,1.6205119246934703,1.2833864594157003
2041,0.0,2.3222115764731486e-05,1.265915482466153e-31
2042,0.0,0.29326422502472305,0.19778200172260962
2043,0.0,0.025018556680419614,0.008992764518797089
2044,0.033892727270014904,2.7594315665625415,2.1195828344000147
2045,0.03257725951553318,2.6556291809583215,2.1472740912863437
2046,0.6829182693380261,8.713028173395873,6.241933037790498
2047,0.8729317047999204,3.5413141707838247,2.402546776929871
2048,0.0,0.0002452835977649736,0.00021050825647495367
2049,0.0,0.01967598418952479,0.003976020163953936
