Year, SI_Public, SI_AgriTao, SI_AgriShi
2050,0.0,1.3012165451098312e-33,1.265915482466153e-31
2051,0.0,0.29917506546453,0.1808672928203165
2052,0.0,0.025886276624295504,0.004477625131713616
2053,0.37713619790350755,7.8634048711950815,5.74158140649236
2054,0.0,0.2787317889124937,0.13673273213732734
2055,0.037554268443229795,1.208415856095177,0.6791789541416393
2056,0.0,1.3012165451098312e-33,1.265915482466153e-31
2057,0.0,0.0004194494660004576,1.265915482466153e-31
2058,0.0,0.05172861817389128,0.010022298090772123
2059,0.09736758167926057,1.9770738960768042,1.2751951543099938
