Year, SI_Public, SI_AgriTao, SI_AgriShi
2020,0.0,0.0006370152915268709,0.00048125218749066865
2021,0.0,0.0013947783281191665,1.265915482466153e-31
2022,0.02713295895023353,2.3652627787450893,1.702246621985461
2023,0.0,0.0042554845686411215,1.265915482466153e-31
2024,0.0,0.0005398417870994493,1.265915482466153e-31
2025,0.0,1.3012165451098312e-33,1.265915482466153e-31
2026,0.0,0.0041593970122612576,7.578297233098581e-05
2027,0.045047096407370715,2.3027824099320524,1.7375198307551214
2028,0.0,0.014111340102745314,0.006395692161410718
2029,0.0,0.0634641299101861,0.0311474112599435
