Year, SI_Public, SI_AgriTao, SI_AgriShi
2040,0.0,0.19215952965788638,0.11832022078279489
2041,0.0,0.024450852784634356,0.021802619888582835
2042,0.0,0.007282870332355414,0.0006083688612126039
2043,0.0,0.09032476728084901,0.03612532189366517
2044,0.0,0.05393500343276071,0.015977354369729455
2045,0.0,0.010468830278891984,0.000682046750978835
2046,0.0,0.0006400595657654036,1.265915482466153e-31
2047,0.0,0.9095953579235948,0.6138420758809352
2048,0.0,0.008397897581639982,0.00030313188932393084
2049,0.0,0.002227560287604113,7.578297233098581e-05
