Year, SI_Public, SI_AgriTao, SI_AgriShi
2020,0.0,0.8815214690644401,0.7010373878943706
2021,0.0,0.03505718038445398,0.06083688612125884
2022,0.0,0.08801237011971406,0.04997602081252157
2023,0.0060086829509167685,1.360406923412522,1.0857985429302113
2024,0.0,0.1365755900765416,0.06678739542187626
2025,0.0,0.03832556215077695,0.010022298090772123
2026,0.0,0.0033532799670148907,0.00030313188932393084
2027,0.0,0.009288846305892455,0.00757829723309802
2028,0.0,0.4144877427433048,0.21476630823313372
2029,0.0,0.012641145146479979,0.0018319481019732253
