Year, SI_Public, SI_AgriTao, SI_AgriShi
2020,0.0,1.0313609005537414,0.7504714627788948
2021,0.0,0.011598047126586495,0.0025787261418180924
2022,0.0,0.11351760382795346,0.05731087282530347
2023,0.4445311862782549,6.654236112614306,4.801350868928815
2024,0.0,0.8639634316783045,0.6279266477886691
2025,0.0,0.16727572959228176,0.07367562974958883
2026,0.04544066481630806,1.3078944889260722,0.721262075814055
2027,0.0,0.008564316697194575,0.006674829688136855
2028,0.0,0.3269168238103365,0.19721458934777678
2029,0.5859404733854929,10.508375971532217,7.727189832871282
