Year, SI_Public, SI_AgriTao, SI_AgriShi
2030,0.0,0.17068176824426037,0.09512027108567267
2031,0.0,0.1373337012704189,0.03342029079796212
2032,0.16793079356746732,1.4944390044488107,0.9290172739149373
2033,0.0,0.0019261988832833432,1.265915482466153e-31
2034,0.0,0.17982449587213212,0.21556045463034232
2035,0.0,0.191902733867008,0.12100027738945794
2036,0.0,0.7921854616207535,0.5673768107259398
2037,0.0,0.0682143315231413,0.02593672228027787
2038,0.0,0.010371258269339646,0.006395692161410718
2039,0.0,0.0010580576495305646,1.265915482466153e-31
