Year, SI_Public, SI_AgriTao, SI_AgriShi
2050,0.0,0.08049767878146405,0.06379209870148504
2051,0.00028273134855616157,3.675717996879667,2.6058829193019046
2052,0.03855214274072731,1.0490026602576132,0.6233192424683658
2053,0.0,0.008934499117650554,0.00047364357706863815
2054,0.0,0.41395360170832185,0.19255180452179993
2055,0.0,0.05392360533884164,0.01351297631282858
2056,0.22541949633048688,6.598672101655774,5.006813823680053
2057,0.010426980484364981,2.005320656843659,1.4110319213886062
2058,0.3352953034208969,3.9422968111094416,2.632699663899056
2059,0.3379884159890682,7.435812275858574,5.7027629230468415
