Year, SI_Public, SI_AgriTao, SI_AgriShi
2050,0.0,0.011398267393507125,0.00047364357706863815
2051,0.0,0.0003682641990563531,1.265915482466153e-31
2052,0.0,1.3012165451098312e-33,1.265915482466153e-31
2053,0.0,0.04355567286566057,0.02547149903346827
2054,0.0,0.0718692374122629,0.02036602039632278
2055,0.0,0.2539247174777894,0.12234648589943724
2056,0.01896197024376192,0.7528733097406541,0.4665747970796392
2057,0.0,0.058647018352319606,0.026184997612538754
2058,0.0,0.0002844709181179577,1.265915482466153e-31
2059,0.007604739359754036,2.1304319320276486,1.459047214243133
