Year, SI_Public, SI_AgriTao, SI_AgriShi
2030,0.0,0.031372401803173924,0.02459007233448479
2031,0.0,0.039553804446439245,0.03461913026638878
2032,0.0,0.0020192935901445492,0.0028818580311420106
2033,0.0,0.11501079393486029,0.06600976108179729
2034,0.0,0.13159863706727581,0.11338211810240566
2035,0.0,0.01028298942696815,0.00815470588877956
2036,0.0,0.04071494065098872,0.029370815882993895
2037,0.005233755726081717,1.9656669343233206,1.591719634221965
2038,0.0,0.01271650801972855,0.006395692161410718
2039,0.0,0.4907757385533249,0.3930044453432025
