Year, SI_Public, SI_AgriTao, SI_AgriShi
2040,0.002432722501954246,1.866703460989071,1.2581082499163012
2041,0.8729317047999204,4.638853655807562,2.9625987726766967
2042,0.0,0.48182178978166107,0.29300367695101687
2043,0.0,0.5077768178644956,0.3565969792333841
2044,0.1330325343224307,4.277081088117986,3.266765824238581
2045,0.0,0.039028442780788486,0.008926843437265443
2046,0.23582821894521422,8.587046754693993,6.537087064089188
2047,0.0,0.08179540901346388,0.04615959032593342
2048,0.0,0.012407452538102264,0.00047364357706863815
2049,0.0,1.4613277445072808,1.066140022277333
