Year, SI_Public, SI_AgriTao, SI_AgriShi
2030,0.0,0.20352652565194504,0.16749958067698412
2031,0.0,0.40491169924509335,0.23635573672700447
2032,0.0,0.3791786863201712,0.20132075518875503
2033,0.0,0.027162495981240955,0.001894574308274521
2034,0.0,2.9403930525344457e-05,1.265915482466153e-31
2035,0.0,0.02849393757053465,0.012031304687266403
2036,0.0,0.580369364863612,0.4677077696646378
2037,0.0,0.00011756196105895216,1.265915482466153e-31
2038,0.0,0.03698528483824008,0.015540238185324365
2039,0.0,0.0054822198308171685,0.00047364357706863815
