Year, SI_Public, SI_AgriTao, SI_AgriShi
2050,0.0,0.003916994005071618,0.00048125218749066865
2051,0.4179629582496988,10.756069379801582,7.957614227067361
2052,0.0,1.2809399306962734,0.8567537874398962
2053,0.0,0.131229843708215,0.07645814893450026
2054,0.0,0.010603992969866334,0.00021050825647495367
2055,0.0,0.06659678684529068,0.024553683035237493
2056,0.0,0.026660853117760234,0.0032018305809839286
2057,0.0,0.06105912729926033,0.03836512974255855
2058,0.0,0.15320093736478035,0.09315270240794077
2059,0.0,0.023464674392349345,0.007110830810307398
