Year, SI_Public, SI_AgriTao, SI_AgriShi
2040,0.0,0.033822603253292095,0.025277360741049828
2041,0.0,0.051491870886064654,0.026133371515179547
2042,0.0,0.03075898316466085,0.0030397392234982213
2043,0.0,0.20527955663582267,0.12606892865967445
2044,0.0,0.22668270597505802,0.1927301109092654
2045,0.0,1.3012165451098312e-33,1.265915482466153e-31
2046,0.0,0.003468194364979625,0.00259643914855092
2047,0.0,0.00260290963545415,5.2627064118741e-05
2048,0.0,0.039911345113601664,0.03557589534426553
2049,0.0,0.2175274238991465,0.17713513299896042
