Year, SI_Public, SI_AgriTao, SI_AgriShi
2020,0.07105471726710964,3.2025883831948216,2.613842998667409
2021,0.0,0.1581513311650531,0.11832022078279489
2022,0.0,0.005025655753678437,0.004454354707009845
2023,0.0,0.0002243659544605061,0.00025471499033469274
2024,0.0,0.013269330220523609,0.01940044091673087
2025,0.09564989622629458,5.6391887389035995,4.520696981625275
2026,0.0,0.021331721043550127,0.0022924349130121675
2027,0.007322323475233378,1.1222688468732385,0.591192337649144
2028,0.0,0.049869992034328334,0.017051168774470504
2029,0.0,0.012425848862684993,0.009802732927070597
