Year, SI_Public, SI_AgriTao, SI_AgriShi
2050,0.0,0.0003715538522356996,1.265915482466153e-31
2051,0.0,0.004307160391056433,0.00021050825647495367
2052,0.030418957439016143,0.9215441191274157,1.160686972120194
2053,0.0,0.0013947783281191665,1.265915482466153e-31
2054,0.0,0.0070056831282031586,0.00021050825647495367
2055,0.0,0.05755858603998611,0.026133371515179547
2056,0.0,1.3012165451098312e-33,1.265915482466153e-31
2057,0.0,0.01934449038726928,0.0022924349130121675
2058,0.0,1.3012165451098312e-33,1.265915482466153e-31
2059,0.0,1.3012165451098312e-33,1.265915482466153e-31
