Year, SI_Public, SI_AgriTao, SI_AgriShi
2040,0.0,0.0004853104298638537,1.265915482466153e-31
2041,0.0,1.3012165451098312e-33,1.265915482466153e-31
2042,0.0,0.14457781622403887,0.05835762513062513
2043,0.07014170533459992,0.015949006067256306,1.265915482466153e-31
2044,0.0,0.021558601867496516,0.0022924349130121675
2045,0.0,0.026082713433694196,0.010912748015661127
2046,0.0,0.4101042369041765,0.2837787403500547
2047,0.0,0.10142250849683443,0.056149756436437145
2048,0.0,0.005040850471401043,0.0008521677353995239
2049,0.0,0.3010719387458794,0.16997890313602868
