Year, SI_Public, SI_AgriTao, SI_AgriShi
2020,0.0,0.03459006461412278,0.027396063189993193
2021,0.0,0.006554209953437718,0.006138420758809401
2022,0.0,0.025523107199402983,0.006395692161410718
2023,0.0,0.0005479352542612669,1.265915482466153e-31
2024,0.0,0.05510533285354263,0.026133371515179547
2025,0.0,0.0009127220067152739,1.265915482466153e-31
2026,0.0,0.11833339542662827,0.053944017243771666
2027,0.002863505199634654,1.8662858081251523,1.3672551974239187
2028,0.0,0.00636059556324927,0.006138420758809401
2029,0.0,0.0012346828043314098,0.00011841089426716341
