T_avg_delta,T_std_ratio,P_avg_ratio,P_std_ratio,Pw_ratio,Pwd_ratio,Pww_ratio
2.4567292865953956,1.1600348170389903,0.6903536104834873,0.6092500316623282,1,1,1
1.685313013980263,0.6923459778689484,1.0071980578376876,1.0020875477502815,1,1,1
2.0888350637335513,0.7020966783859405,0.9184603363798479,1.359167917803957,1,1,1
1.564534076891448,1.3601239259492697,0.6724205871662812,0.5712747631543665,1,1,1
2.2520392166940795,1.3211450362282444,0.8714530246600036,1.0567618149597409,1,1,1
2.064879728618422,1.3703480432149027,1.0563982043032716,1.6361038585842225,1,1,1
1.9117110402960513,0.7627323155896762,1.3130039381332093,1.3297167933435874,1,1,1
1.9081607216282919,0.9028128793626581,0.7285951433348575,0.3869629081664394,1,1,1
2.3849712171052637,0.9214257656499296,1.5779157370929264,0.942408942339169,1,1,1
1.5338674444901308,0.9662696138989187,0.7538691663944285,0.7215541663224614,1,1,1
1.529427939967107,0.7353528659813758,0.79417061710761,0.8431987972246445,1,1,1
1.6672735916940802,0.8808091597769001,0.9233631281352219,1.0460955827005,1,1,1
