T_avg_delta,T_std_ratio,P_avg_ratio,P_std_ratio,Pw_ratio,Pwd_ratio,Pww_ratio
2.269375770970397,1.2734539652036434,0.8267087088358541,0.7890702862026356,1,1,1
1.6562846936677644,0.7602231822661684,0.9731123695390322,0.9816717528921184,1,1,1
2.1546919973273013,0.9337980284573054,0.8520724294704953,1.3906130855560812,1,1,1
1.6038285104851973,1.1723904695529668,0.7661545912197987,0.9520030886746826,1,1,1
1.954468415912828,1.2806599611252703,0.8827013767341788,0.9665574582876696,1,1,1
2.10701840049342,1.277232444756577,1.0677734296366068,1.9374560149893298,1,1,1
1.88397666529605,0.7668212893457828,1.2311173895302765,1.5912718656785698,1,1,1
1.7762149208470426,0.9056862165499645,0.7126285507175973,0.4508555655929305,1,1,1
2.1061748303865144,0.9851494373403052,1.5152416111862466,1.228785803584617,1,1,1
1.4148244757401294,0.8623245033388403,0.8090008026082036,0.6860814462021412,1,1,1
1.4040983501233555,0.6372223477785266,0.8870033655382686,0.8488294875742775,1,1,1
1.763794587787828,0.9153471978711378,0.9304029816493375,1.163366250658739,1,1,1
