T_avg_delta,T_std_ratio,P_avg_ratio,P_std_ratio,Pw_ratio,Pwd_ratio,Pww_ratio
0.6360647101151287,1.0621518646682409,0.7703392880247453,1.0177858988058126,1,1,1
0.2917342336554256,0.7632759617488193,0.8994444946657338,0.7959365061650816,1,1,1
0.6221131977282077,0.9378549005450563,1.029238029803586,1.047353384012739,1,1,1
0.19027324475740315,0.7091558815820957,1.2321415246036427,1.3241887342810539,1,1,1
0.6476679751747518,0.9056752519791067,1.0104254154513304,1.3462047505055506,1,1,1
0.6335879677220397,0.9955124008233691,1.14763849844203,0.8747324913220584,1,1,1
0.6918347810444061,0.7957750786732223,1.1790108838910491,1.3996221273728364,1,1,1
0.8864114861739338,0.7054184209047344,1.1561945522732116,1.2675420631507042,1,1,1
1.193917686060857,1.2594807607247323,0.9342656356198683,1.0931717406608534,1,1,1
0.7966596101459693,0.8743511399065869,1.573064696855886,1.7245189307745663,1,1,1
0.5243960731907897,0.7532160842815393,0.8329069391158233,1.3447604641398965,1,1,1
1.046417878803453,0.6942978042952969,1.126784034131858,1.3789886706978156,1,1,1
