T_avg_delta,T_std_ratio,P_avg_ratio,P_std_ratio,Pw_ratio,Pwd_ratio,Pww_ratio
0.6034594084087175,0.9054377040176559,0.8643674594483317,0.6526850232580801,1,1,1
1.0632668746145164,0.673268444834967,0.7242151928190702,0.9014452559125641,1,1,1
1.2246668765419386,0.975047893592137,1.1446069987431209,1.4901678159960332,1,1,1
1.64009696558902,0.923068610634511,0.7390329958664369,0.8655971951395485,1,1,1
1.3455352783203125,0.9282707362781373,1.1580569205538238,1.2655059253401724,1,1,1
0.9594090511924342,0.7306518374509813,0.8699512972722352,0.8398784982570479,1,1,1
1.0767256084241374,0.7675098096104217,0.9569474344327284,1.0860412507914445,1,1,1
1.154968342028166,1.4781994787474741,0.8952698196636841,1.0304163294153679,1,1,1
1.0841417814555925,0.9510311199256725,1.1118977015857228,1.382617369110535,1,1,1
1.1319868388928889,0.6140531525305162,1.0367074346600542,1.2207971552054508,1,1,1
1.1741946571751676,0.9952739228651541,0.6907599226710344,0.6838865732095882,1,1,1
1.1606378655684644,1.539191058527055,1.5158040792867367,1.139632300432902,1,1,1
