T_avg_delta,T_std_ratio,P_avg_ratio,P_std_ratio,Pw_ratio,Pwd_ratio,Pww_ratio
1.7208162006578949,1.627447310575318,1.0095867146558688,0.9230886803630964,1,1,1
1.5220927991365123,0.9549303591433782,0.9357228211804055,1.175418398652101,1,1,1
1.9806807668585513,1.0528389139012655,0.9331218322183337,1.2407356660592266,1,1,1
1.134968647203948,0.8854164370138458,1.0274870314759987,1.081413755766126,1,1,1
1.0332403885690802,1.11764363707525,1.027811222313899,0.9115441194715248,1,1,1
1.3946892989309205,0.8673250046591962,0.946056470367975,1.5057809133497189,1,1,1
1.5623458059210513,1.045570005199646,1.0295214810738957,1.3830257259468632,1,1,1
1.5178408974095419,0.8419610796605633,0.7206129879821108,0.6753774750954168,1,1,1
1.6238628186677637,0.8258086493151827,1.2566121178171883,0.8728591895283149,1,1,1
0.9250417608963808,0.7964327317864589,0.7380550702572801,0.465461028810761,1,1,1
1.0992155376233548,0.6277509582354206,0.7900309776563803,0.8767827237351765,1,1,1
1.1704962479440795,1.0607106742119403,1.108094533930521,1.8225586446388844,1,1,1
