T_avg_delta,T_std_ratio,P_avg_ratio,P_std_ratio,Pw_ratio,Pwd_ratio,Pww_ratio
0.705322827790912,0.8953276939051533,0.820099172874882,1.3449080732557412,1,1,1
0.3192305715460506,0.9080494112035964,0.8125008395459187,0.7216060909364767,1,1,1
0.5884797748766424,0.9745566592888322,0.7771112868883032,0.8618073525330435,1,1,1
0.471150930304276,0.6940217615869168,1.2051194857514995,1.1941237526482338,1,1,1
0.627085394608347,0.8933855269509577,1.0965040553459122,1.4192227257532812,1,1,1
0.4503863686009488,0.9222200427367456,1.0040702402777004,1.0422408226769566,1,1,1
0.4944730256733152,0.8335058105414753,1.2702987680701732,1.2420773419534428,1,1,1
0.8242532830489324,0.7604168631844384,1.089241269187345,0.9692514936559877,1,1,1
0.9733091655530437,1.2808815101299988,1.3267679286922311,1.9404734415939335,1,1,1
0.6934720491108131,0.9789304976305893,1.5044963968723917,2.331483319978165,1,1,1
0.7008044594212599,0.8183127455100812,0.757724472339799,1.2289061299275834,1,1,1
0.9917074906198593,0.787511208697305,1.067883160765141,1.2242038462107796,1,1,1
